import time: self [us] | cumulative | imported package
import time:       623 |        623 |                         torch.distributions.mixture_same_family
import time:       573 |        573 |                         torch.distributions.multinomial
import time:       586 |        586 |                         torch.distributions.negative_binomial
import time:       570 |        570 |                         torch.distributions.relaxed_bernoulli
import time:       568 |        568 |                         torch.distributions.relaxed_categorical
import time:       546 |        546 |                         torch.distributions.studentT
import time:       673 |        673 |                               torch.jit._builtins
import time:       721 |        721 |                               torch.distributed.autograd
import time:      1958 |       3351 |                             torch.jit._async
import time:       663 |        663 |                             torch.jit._await
import time:       662 |        662 |                             torch.jit._decomposition_utils
import time:       514 |        514 |                                 torch._classes
import time:       535 |        535 |                                 torch.jit._fuser
import time:       336 |        336 |                                   monkeytype
import time:       602 |        937 |                                 torch.jit._monkeytype_config
import time:       915 |        915 |                                   torch.jit._check
import time:       830 |        830 |                                   torch.jit._state
import time:       747 |        747 |                                     torch.jit.annotations
import time:       597 |        597 |                                     torch.jit._dataclass_impls
import time:       298 |        298 |                                     astunparse
import time:      1125 |       2765 |                                   torch.jit.frontend
import time:      1282 |       5791 |                                 torch.jit._recursive
import time:       592 |        592 |                                 torch.jit._serialization
import time:      2123 |      10491 |                               torch.jit._script
import time:       644 |      11134 |                             torch.jit._freeze
import time:       970 |        970 |                             torch.jit._ir_utils
import time:      1347 |       1347 |                             torch.jit._trace
import time:       707 |      18832 |                           torch.jit
import time:       584 |      19415 |                         torch.distributions.von_mises
import time:       656 |        656 |                         torch.distributions.weibull
import time:       672 |        672 |                         torch.distributions.wishart
import time:      1220 |      48628 |                       torch.distributions
import time:       781 |        781 |                       torch.fft
import time:      1020 |       1020 |                       torch.hub
import time:       933 |        933 |                       torch.linalg
import time:       667 |        667 |                         torch.mps.profiler
import time:       778 |        778 |                         torch.mps.event
import time:       870 |       2315 |                       torch.mps
import time:       714 |        714 |                         torch.mtia._utils
import time:      1171 |       1885 |                       torch.mtia
import time:       714 |        714 |                           multiprocessing.util
import time:       838 |        838 |                           multiprocessing.resource_sharer
import time:       764 |       2316 |                         torch.multiprocessing.reductions
import time:       755 |        755 |                             _multiprocessing
import time:       959 |       1713 |                           multiprocessing.connection
import time:       833 |       2546 |                         torch.multiprocessing.spawn
import time:       774 |       5635 |                       torch.multiprocessing
import time:       925 |        925 |                       torch.nested
import time:      1278 |       1278 |                           torch.optim.optimizer
import time:      1534 |       2812 |                         torch.optim.lr_scheduler
import time:       952 |        952 |                         torch.optim.swa_utils
import time:       855 |        855 |                         torch.optim._adafactor
import time:       674 |        674 |                         torch.optim.adadelta
import time:       590 |        590 |                         torch.optim.adagrad
import time:      1154 |       1154 |                         torch.optim.adam
import time:       738 |        738 |                         torch.optim.adamax
import time:       682 |        682 |                         torch.optim.adamw
import time:       699 |        699 |                         torch.optim.asgd
import time:       604 |        604 |                         torch.optim.lbfgs
import time:       652 |        652 |                         torch.optim.nadam
import time:       746 |        746 |                         torch.optim.radam
import time:       702 |        702 |                         torch.optim.rmsprop
import time:       659 |        659 |                         torch.optim.rprop
import time:       579 |        579 |                         torch.optim.sgd
import time:       450 |        450 |                           torch.optim._functional
import time:       583 |       1032 |                         torch.optim.sparse_adam
import time:       859 |      14981 |                       torch.optim
import time:       856 |        856 |                           gzip
import time:      1281 |       1281 |                             torch.profiler._utils
import time:      3588 |       4869 |                           torch.profiler._memory_profiler
import time:      1091 |       6814 |                         torch.profiler.profiler
import time:      1024 |       1024 |                         torch.profiler.itt
import time:       603 |       8441 |                       torch.profiler
import time:       779 |        779 |                       torch.special
import time:       580 |        580 |                         torch.xpu._utils
import time:       692 |        692 |                         torch.xpu.streams
import time:       608 |        608 |                         torch.xpu.memory
import time:       507 |        507 |                         torch.xpu.random
import time:       896 |       3281 |                       torch.xpu
import time:       752 |        752 |                           torch.signal.windows.windows
import time:       630 |       1382 |                         torch.signal.windows
import time:       533 |       1914 |                       torch.signal
import time:       546 |        546 |                       torch.ao
import time:       602 |        602 |                           torch.ao.nn
import time:       808 |        808 |                             torch.ao.nn.intrinsic.modules.fused
import time:       714 |       1521 |                           torch.ao.nn.intrinsic.modules
import time:       663 |       2785 |                         torch.ao.nn.intrinsic
import time:       519 |        519 |                           torch.nn.intrinsic.modules.fused
import time:       709 |       1228 |                         torch.nn.intrinsic.modules
import time:       955 |        955 |                                         torch.ao.nn.qat.modules.conv
import time:       758 |        758 |                                         torch.ao.nn.qat.modules.embedding_ops
import time:       546 |        546 |                                         torch.ao.nn.qat.modules.linear
import time:       868 |       3125 |                                       torch.ao.nn.qat.modules
import time:       814 |       3939 |                                     torch.ao.nn.qat
import time:       932 |       4871 |                                   torch.ao.nn.intrinsic.qat.modules.conv_fused
import time:       598 |        598 |                                   torch.ao.nn.intrinsic.qat.modules.linear_fused
import time:       541 |        541 |                                   torch.ao.nn.intrinsic.qat.modules.linear_relu
import time:      1037 |       7045 |                                 torch.ao.nn.intrinsic.qat.modules
import time:       596 |       7640 |                               torch.ao.nn.intrinsic.qat
import time:       533 |       8172 |                             torch.nn.intrinsic.qat.modules.conv_fused
import time:       620 |        620 |                             torch.nn.intrinsic.qat.modules.linear_fused
import time:       455 |        455 |                             torch.nn.intrinsic.qat.modules.linear_relu
import time:       615 |       9861 |                           torch.nn.intrinsic.qat.modules
import time:       559 |      10419 |                         torch.nn.intrinsic.qat
import time:       661 |        661 |                                                     torch.ao.nn.quantizable.modules.activation
import time:      1453 |       1453 |                                                     torch.ao.nn.quantizable.modules.rnn
import time:       609 |       2721 |                                                   torch.ao.nn.quantizable.modules
import time:       429 |       3149 |                                                 torch.ao.nn.quantizable
import time:      1062 |       1062 |                                                 torch.ao.nn.quantized.modules.activation
import time:       832 |        832 |                                                 torch.ao.nn.quantized.modules.batchnorm
import time:       492 |        492 |                                                   torch.ao.nn.quantized.modules.utils
import time:       976 |       1467 |                                                 torch.ao.nn.quantized.modules.conv
import time:       544 |        544 |                                                 torch.ao.nn.quantized.modules.dropout
import time:       609 |        609 |                                                 torch.ao.nn.quantized.modules.embedding_ops
import time:       593 |        593 |                                                 torch.ao.nn.quantized.modules.functional_modules
import time:       603 |        603 |                                                 torch.ao.nn.quantized.modules.linear
import time:       588 |        588 |                                                 torch.ao.nn.quantized.modules.normalization
import time:       519 |        519 |                                                 torch.ao.nn.quantized.modules.rnn
import time:       661 |      10622 |                                               torch.ao.nn.quantized.modules
import time:        22 |      10643 |                                             torch.ao.nn.quantized.modules.utils
import time:       670 |      11313 |                                           torch.ao.nn.quantized.functional
import time:       489 |      11802 |                                         torch.ao.nn.quantized
import time:       608 |      12409 |                                       torch.ao.nn.intrinsic.quantized.modules.bn_relu
import time:       667 |        667 |                                       torch.ao.nn.intrinsic.quantized.modules.conv_add
import time:       614 |        614 |                                       torch.ao.nn.intrinsic.quantized.modules.conv_relu
import time:       570 |        570 |                                       torch.ao.nn.intrinsic.quantized.modules.linear_relu
import time:       647 |      14906 |                                     torch.ao.nn.intrinsic.quantized.modules
import time:       426 |      15331 |                                   torch.ao.nn.intrinsic.quantized
import time:       740 |        740 |                                           torch.ao.nn.quantized.dynamic.modules.conv
import time:       543 |        543 |                                           torch.ao.nn.quantized.dynamic.modules.linear
import time:       892 |        892 |                                           torch.ao.nn.quantized.dynamic.modules.rnn
import time:       607 |       2781 |                                         torch.ao.nn.quantized.dynamic.modules
import time:       455 |       3236 |                                       torch.ao.nn.quantized.dynamic
import time:       606 |       3842 |                                     torch.ao.nn.intrinsic.quantized.dynamic.modules.linear_relu
import time:       578 |       4419 |                                   torch.ao.nn.intrinsic.quantized.dynamic.modules
import time:       535 |      20285 |                                 torch.ao.nn.intrinsic.quantized.dynamic
import time:       533 |      20817 |                               torch.nn.intrinsic.quantized.dynamic.modules.linear_relu
import time:       565 |      21381 |                             torch.nn.intrinsic.quantized.dynamic.modules
import time:       610 |      21991 |                           torch.nn.intrinsic.quantized.dynamic
import time:       700 |        700 |                             torch.nn.intrinsic.quantized.modules.bn_relu
import time:       442 |        442 |                             torch.nn.intrinsic.quantized.modules.conv_relu
import time:       452 |        452 |                             torch.nn.intrinsic.quantized.modules.linear_relu
import time:       620 |       2213 |                           torch.nn.intrinsic.quantized.modules
import time:       514 |      24718 |                         torch.nn.intrinsic.quantized
import time:       582 |      39730 |                       torch.nn.intrinsic
import time:       602 |        602 |                                       torch.ao.nn.qat.dynamic.modules.linear
import time:       655 |       1257 |                                     torch.ao.nn.qat.dynamic.modules
import time:       495 |       1752 |                                   torch.ao.nn.qat.dynamic
import time:        15 |       1766 |                                 torch.ao.nn.qat.dynamic.modules
import time:        20 |       1786 |                               torch.ao.nn.qat.dynamic.modules.linear
import time:       600 |       2386 |                             torch.nn.qat.dynamic.modules.linear
import time:       992 |       3378 |                           torch.nn.qat.dynamic.modules
import time:       999 |       4377 |                         torch.nn.qat.dynamic
import time:       582 |        582 |                           torch.nn.qat.modules.conv
import time:       433 |        433 |                           torch.nn.qat.modules.embedding_ops
import time:       422 |        422 |                           torch.nn.qat.modules.linear
import time:       630 |       2065 |                         torch.nn.qat.modules
import time:       675 |       7116 |                       torch.nn.qat
import time:       586 |        586 |                         torch.nn.quantizable.modules
import time:       556 |       1142 |                       torch.nn.quantizable
import time:       591 |        591 |                         torch.nn.quantized.dynamic
import time:       466 |        466 |                         torch.nn.quantized.functional
import time:       572 |        572 |                         torch.nn.quantized.modules
import time:       576 |       2204 |                       torch.nn.quantized
import time:       506 |        506 |                       torch._size_docs
import time:       516 |        516 |                       torch._storage_docs
import time:      1268 |       1268 |                       torch._tensor_docs
import time:      1039 |       1039 |                                     torch.ao.quantization.quant_type
import time:       484 |        484 |                                         torch.fx._compatibility
import time:       805 |        805 |                                             torch.fx.immutable_collections
import time:      1276 |       1276 |                                             torch.fx.operator_schemas
import time:     10347 |      12427 |                                           torch.fx.node
import time:       969 |        969 |                                             torch.return_types
import time:      1028 |       1997 |                                           torch.fx._pytree
import time:      3114 |      17537 |                                         torch.fx.graph
import time:      1109 |      19129 |                                       torch.fx.graph_module
import time:       706 |        706 |                                         torch.fx._lazy_graph_module
import time:       536 |        536 |                                           torch.utils._traceback
import time:       549 |        549 |                                           torch.fx.traceback
import time:      1398 |       2482 |                                         torch.fx.proxy
import time:      1929 |       5115 |                                       torch.fx._symbolic_trace
import time:       568 |        568 |                                         torch.fx.config
import time:      1536 |       2104 |                                       torch.fx.interpreter
import time:      1511 |       1511 |                                       torch.fx.subgraph_rewriter
import time:       660 |      28517 |                                     torch.fx
import time:      1524 |      31080 |                                   torch.ao.quantization.utils
import time:      1126 |      32206 |                                 torch.ao.quantization.observer
import time:       782 |      32987 |                               torch.ao.quantization.fake_quantize
import time:       654 |        654 |                                 torch.ao.quantization.fuser_method_mappings
import time:      1017 |       1670 |                               torch.ao.quantization.fuse_modules
import time:       636 |        636 |                                 torch.ao.quantization.pt2e
import time:       714 |        714 |                                     torch.ao.ns
import time:       789 |       1502 |                                   torch.ao.ns.fx
import time:       778 |        778 |                                   torch.ao.ns.fx.ns_types
import time:      1016 |       3295 |                                 torch.ao.ns.fx.utils
import time:      1990 |       5920 |                               torch.ao.quantization.pt2e._numeric_debugger
import time:       872 |        872 |                               torch.ao.quantization.pt2e.export_utils
import time:      1672 |       1672 |                               torch.ao.quantization.qconfig
import time:       930 |        930 |                               torch.ao.quantization.qconfig_mapping
import time:       527 |        527 |                                       torch.ao.nn.quantized.reference.modules.utils
import time:       887 |       1413 |                                     torch.ao.nn.quantized.reference.modules.conv
import time:       581 |        581 |                                     torch.ao.nn.quantized.reference.modules.linear
import time:       910 |        910 |                                     torch.ao.nn.quantized.reference.modules.rnn
import time:       756 |        756 |                                     torch.ao.nn.quantized.reference.modules.sparse
import time:       694 |       4353 |                                   torch.ao.nn.quantized.reference.modules
import time:       520 |       4873 |                                 torch.ao.nn.quantized.reference
import time:       524 |        524 |                                         torch.ao.nn.sparse.quantized.linear
import time:       481 |        481 |                                         torch.ao.nn.sparse.quantized.utils
import time:       698 |       1702 |                                       torch.ao.nn.sparse.quantized.dynamic.linear
import time:       604 |       2306 |                                     torch.ao.nn.sparse.quantized.dynamic
import time:       659 |       2964 |                                   torch.ao.nn.sparse.quantized
import time:       580 |       3544 |                                 torch.ao.nn.sparse
import time:       593 |        593 |                                 torch.ao.quantization.stubs
import time:      1156 |      10165 |                               torch.ao.quantization.quantization_mappings
import time:       867 |        867 |                               torch.ao.quantization.quantize
import time:       649 |        649 |                               torch.ao.quantization.quantize_jit
import time:       904 |      56633 |                             torch.ao.quantization
import time:        32 |      56664 |                           torch.ao.quantization.fake_quantize
import time:       593 |      57257 |                         torch.quantization.fake_quantize
import time:       565 |        565 |                         torch.quantization.fuse_modules
import time:       461 |        461 |                         torch.quantization.fuser_method_mappings
import time:       534 |        534 |                         torch.quantization.observer
import time:       499 |        499 |                         torch.quantization.qconfig
import time:       469 |        469 |                         torch.quantization.quant_type
import time:       472 |        472 |                         torch.quantization.quantization_mappings
import time:       478 |        478 |                         torch.quantization.quantize
import time:       493 |        493 |                         torch.quantization.quantize_jit
import time:       453 |        453 |                         torch.quantization.stubs
import time:       834 |      62509 |                       torch.quantization
import time:       536 |        536 |                       torch.quasirandom
import time:       499 |        499 |                       torch.multiprocessing._atfork
import time:       802 |        802 |                       torch._lobpcg
import time:       755 |        755 |                           torch.masked._docs
import time:       693 |        693 |                                 torch.masked.maskedtensor.core
import time:      4520 |       5213 |                               torch.masked.maskedtensor.binary
import time:      1775 |       1775 |                               torch.masked.maskedtensor.passthrough
import time:       435 |        435 |                                 torch.masked.maskedtensor.creation
import time:      1955 |       2389 |                               torch.masked.maskedtensor.reductions
import time:      4380 |       4380 |                               torch.masked.maskedtensor.unary
import time:       667 |      14421 |                             torch.masked.maskedtensor
import time:        22 |      14443 |                           torch.masked.maskedtensor.core
import time:      1125 |      16323 |                         torch.masked._ops
import time:       646 |      16968 |                       torch.masked
import time:      1267 |       1267 |                       torch.utils.dlpack
import time:       539 |        539 |                                     torch._dispatch
import time:       660 |        660 |                                           unittest.util
import time:       769 |       1429 |                                         unittest.result
import time:      1016 |       1016 |                                         unittest.case
import time:       751 |        751 |                                         unittest.suite
import time:      1085 |       1085 |                                         unittest.loader
import time:       501 |        501 |                                             unittest.signals
import time:       578 |       1079 |                                           unittest.runner
import time:       692 |       1770 |                                         unittest.main
import time:       713 |       6762 |                                       unittest
import time:      1450 |       8211 |                                     unittest.mock
import time:       752 |       9501 |                                   torch._dispatch.python
import time:       641 |        641 |                                     torch.utils.weak
import time:      3867 |       4508 |                                   torch._guards
import time:       540 |        540 |                                                 torch._logging.structured
import time:     25181 |      25721 |                                               torch._logging._internal
import time:       894 |      26614 |                                             torch._logging._registrations
import time:       699 |      27313 |                                           torch._logging
import time:       827 |        827 |                                           torch.utils._mode_utils
import time:      4808 |      32947 |                                         torch._subclasses.meta_utils
import time:       935 |        935 |                                         torch.utils._backport_slots
import time:       677 |        677 |                                         torch.utils._stats
import time:       546 |        546 |                                             torch.fx.experimental
import time:      1606 |       2151 |                                           torch.fx.experimental.sym_node
import time:      2466 |       4617 |                                         torch._subclasses._fake_tensor_utils
import time:       703 |        703 |                                           torch._custom_op
import time:      4827 |       5529 |                                         torch._subclasses.fake_impls
import time:      6546 |      51249 |                                       torch._subclasses.fake_tensor
import time:      1098 |       1098 |                                       torch._subclasses.fake_utils
import time:      1146 |      53492 |                                     torch._subclasses
import time:        27 |      53519 |                                   torch._subclasses.meta_utils
import time:       888 |      68414 |                                 torch.fx.passes.shape_prop
import time:       370 |        370 |                                 pydot
import time:       834 |      69617 |                               torch.fx.passes.graph_drawer
import time:       805 |        805 |                               torch.fx.passes.graph_manipulation
import time:      1226 |       1226 |                                       torch.fx.passes.utils.matcher_utils
import time:       724 |       1949 |                                     torch.fx.passes.utils.common
import time:       480 |       2429 |                                   torch.fx.passes.utils
import time:      1334 |       1334 |                                   torch.fx.passes.tools_common
import time:      1116 |       4878 |                                 torch.fx.passes.split_utils
import time:      1302 |       6179 |                               torch.fx.passes.net_min_base
import time:      1387 |       1387 |                               torch.fx.passes.operator_support
import time:       708 |        708 |                               torch.fx.passes.param_fetch
import time:      1561 |       1561 |                               torch.fx.passes.reinplace
import time:       631 |        631 |                                 torch.fx._utils
import time:       713 |        713 |                                   torch.utils._thunk
import time:       519 |        519 |                                   torch.fx.experimental._backward_state
import time:      2048 |       3279 |                                 torch.fx.experimental.proxy_tensor
import time:       901 |       4809 |                               torch.fx.passes.runtime_assert
import time:      1537 |       1537 |                               torch.fx.passes.split_module
import time:      1633 |       1633 |                               torch.fx.passes.splitter_base
import time:       802 |      89035 |                             torch.fx.passes
import time:       636 |        636 |                               torch.fx.passes.infra.pass_base
import time:      1003 |       1638 |                             torch.fx.passes.infra.pass_manager
import time:       789 |      91461 |                           torch.fx.passes.infra
import time:        23 |      91484 |                         torch.fx.passes.infra.pass_base
import time:       603 |        603 |                                       torch._inductor
import time:       909 |        909 |                                       torch.utils._config_module
import time:     12244 |      13755 |                                     torch._inductor.config
import time:       766 |        766 |                                       numpy._core
import time:       967 |       1733 |                                     numpy._core._multiarray_umath
import time:      2978 |      18465 |                                   torch._subclasses.functional_tensor
import time:      1292 |       1292 |                                   torch._higher_order_ops.utils
import time:      1094 |      20851 |                                 torch._higher_order_ops.cond
import time:      1400 |       1400 |                                 torch._higher_order_ops.flex_attention
import time:      1118 |       1118 |                                 torch._higher_order_ops.hints_wrap
import time:      1132 |       1132 |                                 torch._higher_order_ops.while_loop
import time:       836 |      25335 |                               torch._higher_order_ops
import time:        32 |      25367 |                             torch._higher_order_ops.utils
import time:       912 |        912 |                                 torch.export._tree_utils
import time:      4449 |       4449 |                                 torch.export.graph_signature
import time:       960 |        960 |                                       torch._custom_op.autograd
import time:      1702 |       2662 |                                     torch._custom_op.impl
import time:       750 |       3412 |                                   torch._custom_ops
import time:       929 |        929 |                                   torch._higher_order_ops.strict_mode
import time:      1178 |       5517 |                                 torch._export.wrappers
import time:      1751 |      12628 |                               torch._export
import time:      1266 |      13893 |                             torch._export.utils
import time:      1041 |       1041 |                             torch._export.verifier
import time:      2520 |      42821 |                           torch.export.exported_program
import time:      2696 |      45516 |                         torch.export.dynamic_shapes
import time:       853 |        853 |                                   torch._functorch._aot_autograd
import time:      1564 |       2417 |                                 torch._functorch._aot_autograd.utils
import time:      1458 |       3874 |                               torch._higher_order_ops.torchbind
import time:      1708 |       5582 |                             torch._higher_order_ops.effects
import time:       865 |       6446 |                           torch.export._remove_effect_tokens_pass
import time:      1513 |       7959 |                         torch.export.unflatten
import time:      1044 |     146001 |                       torch.export
import time:      1011 |       1011 |                           torch.fx.experimental.const_fold
import time:      1285 |       2296 |                         torch._functorch.eager_transforms
import time:      1120 |       1120 |                         torch._functorch.functional_call
import time:      1041 |       1041 |                         torch._functorch.batch_norm_replacement
import time:      1005 |       5459 |                       torch.func
import time:       611 |        611 |                                 torch.utils._content_store
import time:       863 |       1474 |                               torch._prims.debug_prims
import time:       872 |        872 |                               torch._prims.rng_prims
import time:      1545 |       1545 |                               torch._prims_common.wrappers
import time:    397643 |     401533 |                             torch._prims
import time:      1390 |       1390 |                             torch._higher_order_ops.out_dtype
import time:     32456 |     435378 |                           torch._decomp.decompositions
import time:      2854 |       2854 |                             torch._refs._conversions
import time:      6015 |       6015 |                             torch._refs.fft
import time:      2315 |       2315 |                             torch._refs.linalg
import time:       988 |        988 |                               torch._refs.nn
import time:      5577 |       6564 |                             torch._refs.nn.functional
import time:      4646 |       4646 |                             torch._refs.special
import time:     44486 |      66877 |                           torch._refs
import time:      1158 |     503413 |                         torch._decomp
import time:     84203 |     587616 |                       torch._meta_registrations
import time:       951 |        951 |                       torch.compiler
import time:    568177 |    1847046 |                     torch
import time:       959 |        959 |                           safetensors._safetensors_rust
import time:       809 |       1768 |                         safetensors
import time:      1228 |       2995 |                       safetensors.torch
import time:       843 |        843 |                                   torch.distributed._functional_collectives_impl
import time:       349 |        349 |                                     optree
import time:       741 |       1090 |                                   torch.utils._cxx_pytree
import time:      4581 |       6514 |                                 torch.distributed._functional_collectives
import time:      7613 |       7613 |                                 torch.distributed.tensor._collective_utils
import time:      2236 |      16362 |                               torch.distributed.tensor.placement_types
import time:      1320 |      17682 |                             torch.distributed.tensor._dtensor_spec
import time:       405 |        405 |                                 optree
import time:       999 |       1403 |                               torch.utils._cxx_pytree
import time:      3041 |       4444 |                             torch.distributed.tensor._op_schema
import time:       874 |        874 |                                   torch.distributed.tensor._random
import time:       979 |        979 |                                     torch.distributed.tensor.device_mesh
import time:      1303 |       2282 |                                   torch.distributed.tensor._redistribute
import time:       593 |        593 |                                     torch.distributed.tensor._utils
import time:       997 |       1590 |                                   torch.distributed.tensor._sharding_prop
import time:       641 |        641 |                                   torch.distributed.tensor._tp_conv
import time:       477 |        477 |                                     optree
import time:       715 |       1192 |                                   torch.utils._cxx_pytree
import time:       842 |       7418 |                                 torch.distributed.tensor._dispatch
import time:      1256 |       8673 |                               torch.distributed.tensor._api
import time:       986 |       9658 |                             torch.distributed.tensor._ops.utils
import time:       917 |      32700 |                           torch.distributed.tensor._ops._conv_ops
import time:      1839 |       1839 |                           torch.distributed.tensor._ops._embedding_ops
import time:      1226 |       1226 |                           torch.distributed.tensor._ops._experimental_ops
import time:      2695 |       2695 |                           torch.distributed.tensor._ops._math_ops
import time:      1260 |       1260 |                             torch.distributed.tensor._ops._einsum_strategy
import time:      1044 |       2303 |                           torch.distributed.tensor._ops._matrix_ops
import time:      6584 |       6584 |                           torch.distributed.tensor._ops._pointwise_ops
import time:       984 |        984 |                           torch.distributed.tensor._ops._random_ops
import time:       876 |        876 |                             torch.distributed.tensor._ops._common_rules
import time:      1376 |       2251 |                           torch.distributed.tensor._ops._tensor_ops
import time:      3830 |       3830 |                           torch.distributed.tensor._ops._view_ops
import time:      1004 |      55412 |                         torch.distributed.tensor._ops
import time:       774 |      56185 |                       torch.distributed.tensor
import time:      1143 |      60323 |                     transformers.model_debugging_utils
import time:      2270 |    2085271 |                   transformers.utils.generic
import time:      2287 |    2097221 |                 transformers.utils.auto_docstring
import time:      1449 |       1449 |                 transformers.utils.backbone_utils
import time:      1350 |       1350 |                     jinja2.bccache
import time:       879 |        879 |                         markupsafe._speedups
import time:      1380 |       2258 |                       markupsafe
import time:      2271 |       2271 |                         jinja2.utils
import time:      3255 |       5525 |                       jinja2.nodes
import time:       916 |        916 |                         jinja2.exceptions
import time:       574 |        574 |                           jinja2.visitor
import time:       933 |       1507 |                         jinja2.idtracking
import time:       742 |        742 |                         jinja2.optimizer
import time:      2155 |       5318 |                       jinja2.compiler
import time:       923 |        923 |                           jinja2.async_utils
import time:      1613 |       1613 |                           jinja2.runtime
import time:      2149 |       4684 |                         jinja2.filters
import time:       865 |        865 |                         jinja2.tests
import time:      1141 |       6689 |                       jinja2.defaults
import time:      1494 |       1494 |                         jinja2._identifier
import time:      2303 |       3797 |                       jinja2.lexer
import time:      1261 |       1261 |                       jinja2.parser
import time:      2404 |      27250 |                     jinja2.environment
import time:      1250 |       1250 |                     jinja2.loaders
import time:      1197 |      31045 |                   jinja2
import time:      1568 |       1568 |                   jinja2.ext
import time:       992 |        992 |                   jinja2.sandbox
import time:       912 |        912 |                       PIL._version
import time:      1193 |       2104 |                     PIL
import time:      5356 |       5356 |                     PIL.ExifTags
import time:       690 |        690 |                       PIL._deprecate
import time:      1044 |       1733 |                     PIL.ImageMode
import time:      1378 |       1378 |                     PIL.TiffTags
import time:       811 |        811 |                     PIL._binary
import time:       726 |        726 |                       PIL._typing
import time:       658 |       1384 |                     PIL._util
import time:       325 |        325 |                     defusedxml
import time:      1242 |       1242 |                     PIL._imaging
import time:      2284 |      16614 |                   PIL.Image
import time:      3358 |      53575 |                 transformers.utils.chat_template_utils
import time:       937 |        937 |                 transformers.utils.constants
import time:      4035 |       4035 |                 transformers.utils.hub
import time:       870 |        870 |                 transformers.utils.peft_utils
import time:     16219 |    2559660 |               transformers.utils
import time:       777 |    2560437 |             transformers.utils.versions
import time:     16693 |    2578097 |           transformers.dependency_versions_check
import time:       862 |        862 |           transformers.utils.dummy_sentencepiece_and_tokenizers_objects
import time:       760 |        760 |           transformers.utils.dummy_mistral_common_objects
import time:       761 |        761 |           transformers.utils.dummy_tf_objects
import time:       710 |        710 |           transformers.utils.dummy_flax_objects
import time:    709622 |    3294306 |         transformers
import time:       965 |        965 |           filecmp
import time:      1102 |       2066 |         transformers.dynamic_module_utils
import time:      6338 |       6338 |           transformers.integrations
import time:       140 |        140 |           array
import time:      2970 |       2970 |             tokenizers.tokenizers
import time:       802 |        802 |                 tokenizers.decoders
import time:       603 |        603 |                 tokenizers.models
import time:       767 |        767 |                 tokenizers.normalizers
import time:       829 |        829 |                 tokenizers.pre_tokenizers
import time:       695 |        695 |                 tokenizers.processors
import time:      1333 |       5026 |               tokenizers.implementations.base_tokenizer
import time:      1359 |       1359 |               tokenizers.implementations.bert_wordpiece
import time:      1040 |       1040 |               tokenizers.implementations.byte_level_bpe
import time:       847 |        847 |               tokenizers.implementations.char_level_bpe
import time:       741 |        741 |               tokenizers.implementations.sentencepiece_bpe
import time:       780 |        780 |               tokenizers.implementations.sentencepiece_unigram
import time:      1028 |      10819 |             tokenizers.implementations
import time:      1964 |      15751 |           tokenizers
import time:      2093 |       2093 |           transformers.convert_slow_tokenizer
import time:      5445 |      29765 |         transformers.modeling_gguf_pytorch_utils
import time:      1750 |    3327886 |       transformers.configuration_utils
import time:       844 |        844 |       sentence_transformers.backend.utils
import time:       982 |    3367826 |     sentence_transformers.backend.load
import time:       563 |        563 |     sentence_transformers.backend.optimize
import time:       672 |        672 |         sentence_transformers.util.decorators
import time:       508 |        508 |         sentence_transformers.util.distributed
import time:       551 |        551 |         sentence_transformers.util.environment
import time:       644 |        644 |         sentence_transformers.util.file_io
import time:      1111 |       1111 |         sentence_transformers.util.hard_negatives
import time:      1085 |       1085 |         sentence_transformers.util.misc
import time:       941 |        941 |                 sklearn._config
import time:       688 |        688 |                   sklearn.__check_build._check_build
import time:       756 |       1444 |                 sklearn.__check_build
import time:      2310 |       2310 |                 sklearn._distributor_init
import time:       880 |        880 |                   sklearn.exceptions
import time:       560 |        560 |                           sklearn.utils._bunch
import time:      1023 |       1583 |                         sklearn.utils._metadata_requests
import time:       944 |       2526 |                       sklearn.utils.metadata_routing
import time:      1190 |       1190 |                               scipy.__config__
