import time: self [us] | cumulative | imported package
import time:       872 |        872 |                                                       scipy.fft._realtransforms_backend
import time:       955 |       3118 |                                                     scipy.fft._backend
import time:       882 |      16657 |                                                   scipy.fft
import time:       912 |      17568 |                                                 scipy.linalg._decomp_interpolative
import time:       749 |      18316 |                                               scipy.linalg.interpolative
import time:       958 |      19273 |                                             scipy.optimize._remove_redundancy
import time:      1220 |      20493 |                                           scipy.optimize._linprog_util
import time:       353 |        353 |                                           sksparse
import time:       270 |        270 |                                             scikits
import time:        20 |        290 |                                           scikits.umfpack
import time:      1087 |      22222 |                                         scipy.optimize._linprog_ip
import time:       818 |        818 |                                         scipy.optimize._linprog_simplex
import time:       861 |        861 |                                           scipy.optimize._bglu_dense
import time:       824 |       1684 |                                         scipy.optimize._linprog_rs
import time:       977 |        977 |                                         scipy.optimize._linprog_doc
import time:       969 |      35454 |                                       scipy.optimize._linprog
import time:       666 |        666 |                                       scipy.optimize._lsap
import time:      4202 |       4202 |                                       scipy.optimize._differentialevolution
import time:       625 |        625 |                                         scipy.optimize._pava_pybind
import time:      1204 |       1828 |                                       scipy.optimize._isotonic
import time:       703 |        703 |                                           scipy.optimize._shgo_lib
import time:       917 |        917 |                                           scipy.optimize._shgo_lib._vertex
import time:      1131 |       2750 |                                         scipy.optimize._shgo_lib._complex
import time:      1170 |       3920 |                                       scipy.optimize._shgo
import time:      1958 |       1958 |                                       scipy.optimize._dual_annealing
import time:       900 |        900 |                                       scipy.optimize._qap
import time:       518 |        518 |                                         scipy.optimize._direct
import time:       894 |       1412 |                                       scipy.optimize._direct_py
import time:       934 |        934 |                                       scipy.optimize._milp
import time:       756 |        756 |                                       scipy.optimize.cobyla
import time:       706 |        706 |                                       scipy.optimize.lbfgsb
import time:       801 |        801 |                                       scipy.optimize.linesearch
import time:       689 |        689 |                                       scipy.optimize.minpack
import time:       682 |        682 |                                       scipy.optimize.minpack2
import time:       833 |        833 |                                       scipy.optimize.moduleTNC
import time:       849 |        849 |                                       scipy.optimize.nonlin
import time:       666 |        666 |                                       scipy.optimize.optimize
import time:       632 |        632 |                                       scipy.optimize.slsqp
import time:       618 |        618 |                                       scipy.optimize.tnc
import time:       637 |        637 |                                       scipy.optimize.zeros
import time:      1461 |     118493 |                                     scipy.optimize
import time:      1052 |       1052 |                                         scipy._lib.doccer
import time:       726 |        726 |                                         scipy.stats._distr_params
import time:      1131 |       1131 |                                         scipy.integrate._quadrature
import time:       923 |        923 |                                           scipy.integrate._odepack
import time:       773 |       1696 |                                         scipy.integrate._odepack_py
import time:       576 |        576 |                                           scipy.integrate._quadpack
import time:      1012 |       1587 |                                         scipy.integrate._quadpack_py
import time:       989 |        989 |                                           scipy.integrate._vode
import time:       698 |        698 |                                           scipy.integrate._dop
import time:      1076 |       1076 |                                           scipy.integrate._lsoda
import time:      1163 |       3924 |                                         scipy.integrate._ode
import time:      1130 |       1130 |                                         scipy.integrate._bvp
import time:       736 |        736 |                                               scipy.integrate._ivp.common
import time:       828 |        828 |                                               scipy.integrate._ivp.base
import time:       796 |       2359 |                                             scipy.integrate._ivp.bdf
import time:      1291 |       1291 |                                             scipy.integrate._ivp.radau
import time:       635 |        635 |                                               scipy.integrate._ivp.dop853_coefficients
import time:       931 |       1566 |                                             scipy.integrate._ivp.rk
import time:       922 |        922 |                                             scipy.integrate._ivp.lsoda
import time:      1102 |       7239 |                                           scipy.integrate._ivp.ivp
import time:       888 |       8127 |                                         scipy.integrate._ivp
import time:      1003 |       1003 |                                         scipy.integrate._quad_vec
import time:       843 |        843 |                                           scipy._lib._elementwise_iterative_method
import time:      1056 |       1898 |                                         scipy.integrate._tanhsinh
import time:      1279 |       1279 |                                             scipy.integrate._rules._base
import time:       738 |        738 |                                             scipy.integrate._rules._genz_malik
import time:       564 |        564 |                                               scipy.integrate._rules._gauss_legendre
import time:       710 |       1274 |                                             scipy.integrate._rules._gauss_kronrod
import time:      1134 |       4423 |                                           scipy.integrate._rules
import time:      1764 |       6187 |                                         scipy.integrate._cubature
import time:      1002 |       1002 |                                         scipy.integrate._lebedev
import time:       641 |        641 |                                         scipy.integrate.dop
import time:       628 |        628 |                                         scipy.integrate.lsoda
import time:       809 |        809 |                                         scipy.integrate.vode
import time:       609 |        609 |                                         scipy.integrate.odepack
import time:       967 |        967 |                                         scipy.integrate.quadpack
import time:       863 |        863 |                                         scipy._lib._finite_differences
import time:       781 |        781 |                                         scipy.stats._constants
import time:       749 |        749 |                                         scipy.stats._censored_data
import time:      2599 |      38099 |                                       scipy.stats._distn_infrastructure
import time:       798 |        798 |                                                 scipy.interpolate._fitpack
import time:       873 |        873 |                                                 scipy.interpolate._dfitpack
import time:       991 |       2662 |                                               scipy.interpolate._fitpack_impl
import time:       766 |        766 |                                                 scipy.interpolate._dierckx
import time:      1292 |       2057 |                                               scipy.interpolate._bsplines
import time:       746 |       5464 |                                             scipy.interpolate._fitpack_py
import time:      1017 |       1017 |                                             scipy.interpolate._polyint
import time:       766 |        766 |                                             scipy.interpolate._ppoly
import time:       795 |        795 |                                             scipy.interpolate._interpnd
import time:      1777 |       9817 |                                           scipy.interpolate._interpolate
import time:      1222 |       1222 |                                           scipy.interpolate._fitpack2
import time:       805 |        805 |                                           scipy.interpolate._rbf
import time:       734 |        734 |                                             scipy.interpolate._rbfinterp_pythran
import time:       753 |       1487 |                                           scipy.interpolate._rbfinterp
import time:      1060 |       1060 |                                           scipy.interpolate._cubic
import time:       861 |        861 |                                           scipy.interpolate._ndgriddata
import time:       836 |        836 |                                           scipy.interpolate._fitpack_repro
import time:       712 |        712 |                                           scipy.interpolate._pade
import time:       762 |        762 |                                             scipy.interpolate._rgi_cython
import time:       911 |        911 |                                               scipy.interpolate._bspl
import time:       978 |       1889 |                                             scipy.interpolate._ndbspline
import time:       741 |       3391 |                                           scipy.interpolate._rgi
import time:       969 |        969 |                                           scipy.interpolate._bary_rational
import time:       746 |        746 |                                           scipy.interpolate.fitpack
import time:       585 |        585 |                                           scipy.interpolate.fitpack2
import time:       665 |        665 |                                           scipy.interpolate.interpolate
import time:       648 |        648 |                                           scipy.interpolate.ndgriddata
import time:       589 |        589 |                                           scipy.interpolate.polyint
import time:       530 |        530 |                                           scipy.interpolate.rbf
import time:       502 |        502 |                                           scipy.interpolate.interpnd
import time:      1302 |      26718 |                                         scipy.interpolate
import time:      1634 |       1634 |                                           scipy.special.cython_special
import time:      1044 |       2678 |                                         scipy.stats._stats
import time:      1166 |       1166 |                                         scipy.stats._tukeylambda_stats
import time:       955 |        955 |                                           scipy.optimize._bracket
import time:       706 |        706 |                                           scipy.optimize._chandrupatla
import time:       671 |        671 |                                           scipy.stats._probability_distribution
import time:       804 |        804 |                                               scipy.stats._sobol
import time:       789 |        789 |                                               scipy.stats._qmc_cy
import time:      1565 |       3157 |                                             scipy.stats._qmc
import time:       673 |       3829 |                                           scipy.stats.qmc
import time:      2600 |       8759 |                                         scipy.stats._distribution_infrastructure
import time:      1006 |       1006 |                                         scipy.stats._ksstats
import time:     52867 |      93192 |                                       scipy.stats._continuous_distns
import time:       663 |        663 |                                         scipy.stats._biasedurn
import time:       876 |        876 |                                         scipy.stats._stats_pythran
import time:     11074 |      12612 |                                       scipy.stats._discrete_distns
import time:       807 |        807 |                                         scipy.stats._levy_stable.levyst
import time:      2283 |       3090 |                                       scipy.stats._levy_stable
import time:       717 |        717 |                                         scipy.stats._axis_nan_policy
import time:      2058 |       2774 |                                       scipy.stats._entropy
import time:       834 |     150598 |                                     scipy.stats.distributions
import time:       818 |        818 |                                       scipy._lib._bunch
import time:      1214 |       1214 |                                       scipy.stats._stats_mstats_common
import time:      2065 |       4095 |                                     scipy.stats._mstats_basic
import time:       654 |        654 |                                       scipy.stats._common
import time:      3333 |       3986 |                                     scipy.stats._hypotests
import time:      6451 |       6451 |                                     scipy.stats._resampling
import time:       942 |        942 |                                     scipy.stats._binomtest
import time:     21959 |     339860 |                                   scipy.stats._stats_py
import time:      1398 |       1398 |                                   scipy.stats._variation
import time:       787 |        787 |                                     scipy.stats._ansari_swilk_statistics
import time:       894 |        894 |                                     scipy.stats._wilcoxon
import time:      2575 |       2575 |                                     scipy.stats._fit
import time:      1045 |       1045 |                                       scipy.stats._relative_risk
import time:      1058 |       1058 |                                       scipy.stats._crosstab
import time:       696 |        696 |                                       scipy.stats._odds_ratio
import time:      1114 |       3912 |                                     scipy.stats.contingency
import time:      8268 |      16434 |                                   scipy.stats._morestats
import time:      1804 |       1804 |                                   scipy.stats._multicomp
import time:       947 |        947 |                                   scipy.stats._binned_statistic
import time:       577 |        577 |                                     scipy.stats._mvn
import time:       908 |       1484 |                                   scipy.stats._kde
import time:       676 |        676 |                                     scipy.stats._mstats_extras
import time:       759 |       1435 |                                   scipy.stats.mstats
import time:       947 |        947 |                                     scipy.stats._covariance
import time:       851 |        851 |                                       scipy.stats._rcont.rcont
import time:       668 |       1519 |                                     scipy.stats._rcont
import time:       889 |        889 |                                     scipy.stats._qmvnt
import time:      3976 |       7330 |                                   scipy.stats._multivariate
import time:      1340 |       1340 |                                   scipy.stats._page_trend_test
import time:      1938 |       1938 |                                   scipy.stats._mannwhitneyu
import time:       848 |        848 |                                   scipy.stats._bws_test
import time:      1531 |       1531 |                                   scipy.stats._sensitivity_analysis
import time:      1556 |       1556 |                                   scipy.stats._survival
import time:      9486 |       9486 |                                   scipy.stats._new_distributions
import time:       583 |        583 |                                             scipy.ndimage._ni_support
import time:       509 |        509 |                                             scipy.ndimage._nd_image
import time:       888 |        888 |                                             scipy.ndimage._ni_docstrings
import time:       522 |        522 |                                             scipy.ndimage._rank_filter_1d
import time:      2509 |       5011 |                                           scipy.ndimage._filters
import time:       843 |        843 |                                           scipy.ndimage._fourier
import time:      1293 |       1293 |                                           scipy.ndimage._interpolation
import time:       844 |        844 |                                             scipy.ndimage._ni_label
import time:       920 |        920 |                                             scipy.ndimage._morphology
import time:      1442 |       3205 |                                           scipy.ndimage._measurements
import time:       755 |      11105 |                                         scipy.ndimage._ndimage_api
import time:       731 |        731 |                                         scipy.ndimage._delegators
import time:       997 |      12833 |                                       scipy.ndimage._support_alternative_backends
import time:       605 |        605 |                                       scipy.ndimage.filters
import time:       549 |        549 |                                       scipy.ndimage.fourier
import time:       543 |        543 |                                       scipy.ndimage.interpolation
import time:       551 |        551 |                                       scipy.ndimage.measurements
import time:       579 |        579 |                                       scipy.ndimage.morphology
import time:       900 |      16557 |                                     scipy.ndimage
import time:      1416 |      17973 |                                   scipy.stats._mgc
import time:      1333 |       1333 |                                   scipy.stats._correlation
import time:       613 |        613 |                                   scipy.stats.biasedurn
import time:       529 |        529 |                                   scipy.stats.kde
import time:       561 |        561 |                                   scipy.stats.morestats
import time:       678 |        678 |                                   scipy.stats.mstats_basic
import time:       599 |        599 |                                   scipy.stats.mstats_extras
import time:       536 |        536 |                                   scipy.stats.mvn
import time:       855 |        855 |                                   scipy.stats.stats
import time:      1676 |     413910 |                                 scipy.stats
import time:       701 |        701 |                                 pandas
import time:      1031 |       1031 |                                   sklearn.externals._packaging
import time:     50354 |      50354 |                                   sklearn.externals._packaging._structures
import time:      1875 |      53260 |                                 sklearn.externals._packaging.version
import time:       830 |        830 |                                     ctypes.util
import time:      1268 |       2097 |                                   threadpoolctl
import time:      1052 |       3149 |                                 sklearn.utils.parallel
import time:       342 |        342 |                                 pyarrow
import time:      1356 |     472715 |                               sklearn.utils.fixes
import time:      1063 |     528306 |                             sklearn.utils._array_api
import time:       683 |        683 |                             sklearn.utils.deprecation
import time:       575 |        575 |                               sklearn._cyutility
import time:       674 |       1249 |                             sklearn.utils._isfinite
import time:      3004 |       3004 |                             sklearn.utils._tags
import time:      1926 |     606336 |                           sklearn.utils.validation
import time:      1132 |     787813 |                         sklearn.utils._param_validation
import time:       788 |     788600 |                       sklearn.utils._chunking
import time:       635 |        635 |                           sklearn.utils.sparsefuncs_fast
import time:       793 |       1428 |                         sklearn.utils.extmath
import time:       954 |       2381 |                       sklearn.utils._indexing
import time:       540 |        540 |                         sklearn.utils._missing
import time:       886 |       1425 |                       sklearn.utils._mask
import time:       651 |        651 |                         sklearn.utils._repr_html
import time:      1033 |       1684 |                       sklearn.utils._repr_html.base
import time:      1474 |       1474 |                           html.entities
import time:       871 |       2345 |                         html
import time:      1130 |       3474 |                       sklearn.utils._repr_html.estimator
import time:       764 |        764 |                       sklearn.utils.class_weight
import time:       639 |        639 |                       sklearn.utils.discovery
import time:       519 |        519 |                       sklearn.utils.murmurhash
import time:       881 |     802890 |                     sklearn.utils
import time:        31 |     802921 |                   sklearn.utils._metadata_requests
import time:       843 |        843 |                   sklearn.utils._repr_html.params
import time:       554 |        554 |                     sklearn.utils._available_if
import time:       821 |       1374 |                   sklearn.utils._set_output
import time:      1718 |     807734 |                 sklearn.base
import time:       489 |        489 |                   sklearn.utils._openmp_helpers
import time:       749 |       1238 |                 sklearn.utils._show_versions
import time:       748 |        748 |                 sklearn._built_with_meson
import time:      1118 |     815530 |               sklearn
import time:       892 |        892 |                 sklearn.metrics.cluster._bicluster
import time:       646 |        646 |                     sklearn.utils._unique
import time:       626 |       1272 |                   sklearn.utils.multiclass
import time:       573 |        573 |                   sklearn.metrics.cluster._expected_mutual_info_fast
import time:       786 |       2629 |                 sklearn.metrics.cluster._supervised
import time:       696 |        696 |                       sklearn.utils.sparsefuncs
import time:       952 |        952 |                         sklearn.utils._encode
import time:      1298 |       2249 |                       sklearn.preprocessing._encoders
import time:      2126 |       5070 |                     sklearn.preprocessing._data
import time:       538 |        538 |                       sklearn.utils.stats
import time:      1127 |       1664 |                     sklearn.preprocessing._discretization
import time:       719 |        719 |                       sklearn.utils.metaestimators
import time:       916 |       1634 |                     sklearn.preprocessing._function_transformer
import time:      1920 |       1920 |                     sklearn.preprocessing._label
import time:       764 |        764 |                       sklearn.preprocessing._csr_polynomial_expansion
import time:      2082 |       2846 |                     sklearn.preprocessing._polynomial
import time:       861 |        861 |                       sklearn.preprocessing._target_encoder_fast
import time:      1583 |       2444 |                     sklearn.preprocessing._target_encoder
import time:       720 |      16294 |                   sklearn.preprocessing
import time:       940 |        940 |                         sklearn.metrics._dist_metrics
import time:       830 |        830 |                             sklearn.metrics._pairwise_distances_reduction._datasets_pair
import time:       791 |        791 |                             sklearn.utils._cython_blas
import time:       695 |       2314 |                           sklearn.metrics._pairwise_distances_reduction._base
import time:       663 |        663 |                           sklearn.metrics._pairwise_distances_reduction._middle_term_computer
import time:       573 |        573 |                           sklearn.utils._heap
import time:       456 |        456 |                           sklearn.utils._sorting
import time:       808 |       4812 |                         sklearn.metrics._pairwise_distances_reduction._argkmin
import time:       683 |        683 |                         sklearn.metrics._pairwise_distances_reduction._argkmin_classmode
import time:       549 |        549 |                           sklearn.utils._vector_sentinel
import time:       649 |       1198 |                         sklearn.metrics._pairwise_distances_reduction._radius_neighbors
import time:       655 |        655 |                         sklearn.metrics._pairwise_distances_reduction._radius_neighbors_classmode
import time:      1091 |       9376 |                       sklearn.metrics._pairwise_distances_reduction._dispatcher
import time:      1413 |      10789 |                     sklearn.metrics._pairwise_distances_reduction
import time:       648 |        648 |                     sklearn.metrics._pairwise_fast
import time:      1962 |      13398 |                   sklearn.metrics.pairwise
import time:       948 |      30640 |                 sklearn.metrics.cluster._unsupervised
import time:       823 |      34982 |               sklearn.metrics.cluster
import time:      1364 |       1364 |               sklearn.metrics._classification
import time:       774 |        774 |                 sklearn.metrics._plot
import time:       559 |        559 |                 sklearn.utils._optional_dependencies
import time:       729 |        729 |                   sklearn.utils._response
import time:       879 |       1608 |                 sklearn.utils._plotting
import time:      1002 |       3942 |               sklearn.metrics._plot.confusion_matrix
import time:       535 |        535 |                   sklearn.metrics._base
import time:      1586 |       2120 |                 sklearn.metrics._ranking
import time:       740 |       2860 |               sklearn.metrics._plot.det_curve
import time:       816 |        816 |               sklearn.metrics._plot.precision_recall_curve
import time:       593 |        593 |               sklearn.metrics._plot.regression
import time:       612 |        612 |               sklearn.metrics._plot.roc_curve
import time:      1330 |       1330 |               sklearn.metrics._regression
import time:      4226 |       4226 |               sklearn.metrics._scorer
import time:       959 |     867208 |             sklearn.metrics
import time:      1028 |       1028 |             sentence_transformers.util.tensor
import time:       645 |     868880 |           sentence_transformers.util.similarity
import time:       803 |     869682 |         sentence_transformers.util.retrieval
import time:       715 |     874966 |       sentence_transformers.util
import time:       666 |     875631 |     sentence_transformers.backend.quantize
import time:      1018 |    4245037 |   sentence_transformers.backend
import time:       853 |        853 |         transformers.generation
import time:      3712 |       3712 |         transformers.cache_utils
import time:      2157 |       2157 |         transformers.integrations.deepspeed
import time:       878 |        878 |         transformers.integrations.fsdp
import time:       572 |        572 |             torch.nn.attention._utils
import time:      1376 |       1947 |           torch.nn.attention.flex_attention
import time:      5509 |       7456 |         transformers.masking_utils
import time:     18017 |      18017 |         transformers.pytorch_utils
import time:      1240 |       1240 |         transformers.tokenization_utils
import time:       950 |        950 |         transformers.generation.beam_constraints
import time:       971 |        971 |         transformers.generation.beam_search
import time:      1485 |       1485 |           transformers.generation.logits_process
import time:      1348 |       2833 |         transformers.generation.candidate_generator
import time:      2863 |       2863 |         transformers.generation.configuration_utils
import time:       321 |        321 |               opentelemetry
import time:      1083 |       1403 |             transformers.utils.metrics
import time:      2030 |       2030 |             transformers.generation.continuous_batching.classes
import time:      1214 |       4647 |           transformers.generation.continuous_batching.cache
import time:       741 |        741 |               tokenizers.trainers
import time:      1268 |       2008 |             transformers.tokenization_utils_fast
import time:       824 |        824 |             transformers.generation.continuous_batching.scheduler
import time:      1823 |       4655 |           transformers.generation.continuous_batching.continuous_api
import time:       831 |      10133 |         transformers.generation.continuous_batching
import time:      1084 |       1084 |         transformers.generation.stopping_criteria
import time:      1408 |       1408 |               huggingface_hub.serialization._base
import time:       841 |        841 |               huggingface_hub.serialization._tensorflow
import time:      1230 |       1230 |               huggingface_hub.serialization._torch
import time:       778 |        778 |                       accelerate.utils.constants
import time:      1039 |       1039 |                       accelerate.utils.environment
import time:      1687 |       1687 |                         accelerate.utils.versions
import time:       313 |        313 |                             torch_xla
import time:        18 |        330 |                           torch_xla.core
import time:        18 |        348 |                         torch_xla.core.xla_model
import time:       758 |       2791 |                       accelerate.utils.imports
import time:     10532 |      15138 |                     accelerate.utils.dataclasses
import time:       933 |      16071 |                   accelerate.parallelism_config
import time:      1051 |       1051 |                   accelerate.utils.ao
import time:      1968 |       1968 |                     accelerate.state
import time:       721 |        721 |                     accelerate.utils.memory
import time:       747 |        747 |                     accelerate.utils.offload
import time:      2791 |       2791 |                     accelerate.utils.tqdm
import time:      1525 |       7750 |                   accelerate.utils.modeling
import time:      1085 |       1085 |                   accelerate.utils.operations
import time:       505 |        505 |                               accelerate.commands
import time:      2972 |       2972 |                                   accelerate.commands.config.config_args
import time:       471 |        471 |                                         accelerate.commands.menu.cursor
import time:       594 |        594 |                                           accelerate.commands.menu.keymap
import time:       627 |       1221 |                                         accelerate.commands.menu.input
import time:       792 |        792 |                                         accelerate.commands.menu.helpers
import time:       314 |        314 |                                         google
import time:       746 |       3542 |                                       accelerate.commands.menu.selection_menu
import time:       802 |       4344 |                                     accelerate.commands.menu
import time:      1144 |       5487 |                                   accelerate.commands.config.config_utils
import time:       589 |       9047 |                                 accelerate.commands.config.cluster
import time:       882 |        882 |                                 accelerate.commands.config.sagemaker
import time:       682 |      10609 |                               accelerate.commands.config.config
import time:       556 |        556 |                               accelerate.commands.config.default
import time:       521 |        521 |                               accelerate.commands.config.update
import time:       719 |      12909 |                             accelerate.commands.config
import time:        22 |      12930 |                           accelerate.commands.config.default
import time:       669 |        669 |                           accelerate.logging
import time:       551 |        551 |                           accelerate.utils.transformer_engine
import time:      7722 |      21872 |                         accelerate.utils.other
import time:       856 |      22727 |                       accelerate.hooks
import time:       780 |      23506 |                     accelerate.big_modeling
import time:       754 |      24260 |                   accelerate.utils.bnb
import time:      1157 |       1157 |                   accelerate.utils.fsdp_utils
import time:       914 |        914 |                   accelerate.utils.launch
import time:      1733 |       1733 |                     accelerate.optimizer
import time:       861 |        861 |                     accelerate.scheduler
import time:       953 |       3545 |                   accelerate.utils.megatron_lm
import time:       691 |        691 |                   accelerate.utils.random
import time:       498 |        498 |                   accelerate.utils.torch_xla
import time:      1224 |      58241 |                 accelerate.utils
import time:        16 |      58257 |               accelerate.utils.dataclasses
import time:       648 |        648 |               accelerate.checkpointing
import time:       972 |        972 |               accelerate.data_loader
import time:      3796 |       3796 |               accelerate.tracking
import time:      2414 |      69563 |             accelerate.accelerator
import time:       915 |        915 |             accelerate.inference
import time:       713 |        713 |             accelerate.launchers
import time:      1232 |      72423 |           accelerate
import time:        25 |      72447 |         accelerate.hooks
import time:      4948 |     130536 |       transformers.models.auto.auto_factory
import time:      2635 |       2635 |       transformers.models.encoder_decoder
import time:      1533 |       1533 |             torch.fx.experimental._config
import time:      1540 |       1540 |             torch.fx.experimental.recording
import time:       832 |        832 |               torch.utils._sympy
import time:       799 |        799 |                   mpmath.usertools
import time:       315 |        315 |                               gmpy2
import time:       257 |        257 |                               gmpy
import time:      1069 |       1641 |                             mpmath.libmp.backend
import time:      1163 |       1163 |                             mpmath.libmp.libintmath
import time:      3572 |       6376 |                           mpmath.libmp.libmpf
import time:       906 |        906 |                             mpmath.libmp.libelefun
import time:      1059 |       1964 |                           mpmath.libmp.libmpc
import time:      1253 |       1253 |                             mpmath.libmp.gammazeta
import time:       845 |       2097 |                           mpmath.libmp.libhyper
import time:       830 |        830 |                           mpmath.libmp.libmpi
import time:       773 |      12038 |                         mpmath.libmp
import time:        23 |      12061 |                       mpmath.libmp.backend
import time:       902 |        902 |                           mpmath.functions.functions
import time:       650 |        650 |                           mpmath.functions.factorials
import time:       849 |        849 |                           mpmath.functions.hypergeometric
import time:       687 |        687 |                           mpmath.functions.expintegrals
import time:       821 |        821 |                           mpmath.functions.bessel
import time:       690 |        690 |                           mpmath.functions.orthogonal
import time:       642 |        642 |                           mpmath.functions.theta
import time:       692 |        692 |                           mpmath.functions.elliptic
import time:       588 |        588 |                           mpmath.functions.signals
import time:      1472 |       1472 |                           mpmath.functions.zeta
import time:       971 |        971 |                           mpmath.functions.rszeta
import time:       731 |        731 |                           mpmath.functions.zetazeros
import time:       660 |        660 |                           mpmath.functions.qfunctions
import time:      1047 |      11396 |                         mpmath.functions
import time:        18 |      11414 |                       mpmath.functions.functions
import time:       734 |        734 |                           mpmath.calculus.calculus
import time:       587 |        587 |                           mpmath.calculus.approximation
import time:       616 |        616 |                           mpmath.calculus.differentiation
import time:       820 |        820 |                           mpmath.calculus.extrapolation
import time:       618 |        618 |                           mpmath.calculus.polynomials
import time:       764 |       4137 |                         mpmath.calculus
import time:       711 |       4848 |                       mpmath.calculus.quadrature
import time:       691 |        691 |                       mpmath.calculus.inverselaplace
import time:       809 |        809 |                       mpmath.calculus.optimization
import time:       626 |        626 |                       mpmath.calculus.odes
import time:       747 |        747 |                           mpmath.matrices.eigen
import time:       684 |        684 |                           mpmath.matrices.eigen_symmetric
import time:       723 |       2153 |                         mpmath.matrices
import time:       701 |       2854 |                       mpmath.matrices.matrices
import time:       615 |        615 |                       mpmath.matrices.calculus
import time:       705 |        705 |                       mpmath.matrices.linalg
import time:       686 |        686 |                       mpmath.identification
import time:       726 |        726 |                         colorsys
import time:       679 |       1405 |                       mpmath.visualization
import time:       874 |      37584 |                     mpmath.ctx_base
import time:       764 |        764 |                     mpmath.math2
import time:       912 |        912 |                     mpmath.function_docs
import time:       823 |      40082 |                   mpmath.ctx_fp
import time:       676 |        676 |                     mpmath.rational
import time:      2457 |       2457 |                     mpmath.ctx_mp_python
import time:      1345 |       4477 |                   mpmath.ctx_mp
import time:      1006 |       1006 |                   mpmath.ctx_iv
import time:      2205 |      48568 |                 mpmath
import time:       974 |        974 |                 sympy.release
import time:       578 |        578 |                               sympy.utilities.enumerative
import time:       560 |        560 |                               sympy.utilities.misc
import time:       637 |        637 |                                 sympy.utilities.exceptions
import time:       797 |       1433 |                               sympy.utilities.decorator
import time:      1050 |       3619 |                             sympy.utilities.iterables
import time:       656 |        656 |                                 sympy.external.importtools
import time:       578 |       1234 |                               sympy.external
import time:       810 |       2043 |                             sympy.utilities.lambdify
import time:       553 |        553 |                             sympy.utilities.timeutils
import time:       526 |       6740 |                           sympy.utilities
import time:        28 |       6767 |                         sympy.utilities.iterables
import time:       590 |       7357 |                       sympy.core.random
import time:       500 |        500 |                         sympy.core.cache
import time:       588 |       1088 |                       sympy.core.parameters
import time:       602 |        602 |                             sympy.core.logic
import time:       639 |       1240 |                           sympy.core.facts
import time:      1146 |       1146 |                           sympy.core.assumptions_generated
import time:       634 |       3020 |                         sympy.core.assumptions
import time:       679 |        679 |                         sympy.core.sorting
import time:       433 |        433 |                                     sympy.multipledispatch.utils
import time:       496 |        928 |                                   sympy.multipledispatch.conflict
import time:       593 |       1521 |                                 sympy.multipledispatch.dispatcher
import time:       595 |       2115 |                               sympy.multipledispatch.core
import time:       497 |       2611 |                             sympy.multipledispatch
import time:        21 |       2632 |                           sympy.multipledispatch.dispatcher
import time:       665 |       3297 |                         sympy.core.kind
import time:       550 |        550 |                         sympy.core._print_helpers
import time:      1109 |       1109 |                           sympy.core.core
import time:       689 |       1798 |                         sympy.core.singleton
import time:       947 |        947 |                         sympy.core.traversal
import time:      1341 |      11629 |                       sympy.core.basic
import time:       901 |      20973 |                     sympy.core.sympify
import time:      1282 |       1282 |                             fractions
import time:       602 |       1883 |                           sympy.external.pythonmpq
import time:       619 |        619 |                           sympy.external.ntheory
import time:       324 |        324 |                           flint
import time:       259 |        259 |                           gmpy2
import time:       658 |       3740 |                         sympy.external.gmpy
import time:      1054 |       4794 |                       sympy.core.evalf
import time:       570 |        570 |                       sympy.core.decorators
import time:       592 |        592 |                       sympy.core.intfunc
import time:      1016 |       1016 |                         sympy.core.operations
import time:       825 |        825 |                           sympy.core.containers
