import time: self [us] | cumulative | imported package
import time:       723 |        723 |                                     torch.ao.nn.quantized.reference.modules.rnn
import time:       636 |        636 |                                     torch.ao.nn.quantized.reference.modules.sparse
import time:       684 |       4971 |                                   torch.ao.nn.quantized.reference.modules
import time:       520 |       5491 |                                 torch.ao.nn.quantized.reference
import time:       517 |        517 |                                         torch.ao.nn.sparse.quantized.linear
import time:       449 |        449 |                                         torch.ao.nn.sparse.quantized.utils
import time:       654 |       1619 |                                       torch.ao.nn.sparse.quantized.dynamic.linear
import time:       574 |       2192 |                                     torch.ao.nn.sparse.quantized.dynamic
import time:       625 |       2817 |                                   torch.ao.nn.sparse.quantized
import time:       560 |       3376 |                                 torch.ao.nn.sparse
import time:       514 |        514 |                                 torch.ao.quantization.stubs
import time:      1114 |      10493 |                               torch.ao.quantization.quantization_mappings
import time:       706 |        706 |                               torch.ao.quantization.quantize
import time:       545 |        545 |                               torch.ao.quantization.quantize_jit
import time:       850 |      55816 |                             torch.ao.quantization
import time:        28 |      55844 |                           torch.ao.quantization.fake_quantize
import time:       609 |      56452 |                         torch.quantization.fake_quantize
import time:       522 |        522 |                         torch.quantization.fuse_modules
import time:       462 |        462 |                         torch.quantization.fuser_method_mappings
import time:       463 |        463 |                         torch.quantization.observer
import time:       438 |        438 |                         torch.quantization.qconfig
import time:       513 |        513 |                         torch.quantization.quant_type
import time:       462 |        462 |                         torch.quantization.quantization_mappings
import time:       459 |        459 |                         torch.quantization.quantize
import time:       470 |        470 |                         torch.quantization.quantize_jit
import time:       436 |        436 |                         torch.quantization.stubs
import time:       762 |      61434 |                       torch.quantization
import time:       718 |        718 |                       torch.quasirandom
import time:       490 |        490 |                       torch.multiprocessing._atfork
import time:      1156 |       1156 |                       torch._lobpcg
import time:       523 |        523 |                           torch.masked._docs
import time:       674 |        674 |                                 torch.masked.maskedtensor.core
import time:      4761 |       5434 |                               torch.masked.maskedtensor.binary
import time:      1905 |       1905 |                               torch.masked.maskedtensor.passthrough
import time:       458 |        458 |                                 torch.masked.maskedtensor.creation
import time:      1931 |       2389 |                               torch.masked.maskedtensor.reductions
import time:      4508 |       4508 |                               torch.masked.maskedtensor.unary
import time:       681 |      14915 |                             torch.masked.maskedtensor
import time:        25 |      14940 |                           torch.masked.maskedtensor.core
import time:      1116 |      16577 |                         torch.masked._ops
import time:       742 |      17319 |                       torch.masked
import time:       986 |        986 |                       torch.utils.dlpack
import time:       529 |        529 |                                     torch._dispatch
import time:       651 |        651 |                                           unittest.util
import time:       757 |       1408 |                                         unittest.result
import time:      1262 |       1262 |                                         unittest.case
import time:       877 |        877 |                                         unittest.suite
import time:      1230 |       1230 |                                         unittest.loader
import time:       541 |        541 |                                             unittest.signals
import time:       617 |       1157 |                                           unittest.runner
import time:       819 |       1976 |                                         unittest.main
import time:       729 |       7480 |                                       unittest
import time:      2434 |       9914 |                                     unittest.mock
import time:       799 |      11241 |                                   torch._dispatch.python
import time:      1515 |       1515 |                                     torch.utils.weak
import time:     27124 |      28639 |                                   torch._guards
import time:       550 |        550 |                                                 torch._logging.structured
import time:      1898 |       2447 |                                               torch._logging._internal
import time:       767 |       3213 |                                             torch._logging._registrations
import time:       647 |       3860 |                                           torch._logging
import time:       774 |        774 |                                           torch.utils._mode_utils
import time:      3933 |       8567 |                                         torch._subclasses.meta_utils
import time:       875 |        875 |                                         torch.utils._backport_slots
import time:       578 |        578 |                                         torch.utils._stats
import time:       562 |        562 |                                             torch.fx.experimental
import time:      1615 |       2176 |                                           torch.fx.experimental.sym_node
import time:      2545 |       4721 |                                         torch._subclasses._fake_tensor_utils
import time:       723 |        723 |                                           torch._custom_op
import time:      5164 |       5887 |                                         torch._subclasses.fake_impls
import time:      5836 |      26461 |                                       torch._subclasses.fake_tensor
import time:       976 |        976 |                                       torch._subclasses.fake_utils
import time:      1020 |      28457 |                                     torch._subclasses
import time:        26 |      28483 |                                   torch._subclasses.meta_utils
import time:       821 |      69182 |                                 torch.fx.passes.shape_prop
import time:       358 |        358 |                                 pydot
import time:       887 |      70427 |                               torch.fx.passes.graph_drawer
import time:       852 |        852 |                               torch.fx.passes.graph_manipulation
import time:      1211 |       1211 |                                       torch.fx.passes.utils.matcher_utils
import time:       729 |       1939 |                                     torch.fx.passes.utils.common
import time:       532 |       2470 |                                   torch.fx.passes.utils
import time:      1426 |       1426 |                                   torch.fx.passes.tools_common
import time:      1427 |       5322 |                                 torch.fx.passes.split_utils
import time:      1347 |       6669 |                               torch.fx.passes.net_min_base
import time:      1084 |       1084 |                               torch.fx.passes.operator_support
import time:       700 |        700 |                               torch.fx.passes.param_fetch
import time:      1764 |       1764 |                               torch.fx.passes.reinplace
import time:       546 |        546 |                                 torch.fx._utils
import time:       634 |        634 |                                   torch.utils._thunk
import time:       510 |        510 |                                   torch.fx.experimental._backward_state
import time:      2037 |       3180 |                                 torch.fx.experimental.proxy_tensor
import time:      1018 |       4743 |                               torch.fx.passes.runtime_assert
import time:      1109 |       1109 |                               torch.fx.passes.split_module
import time:      2496 |       2496 |                               torch.fx.passes.splitter_base
import time:       741 |      90581 |                             torch.fx.passes
import time:       665 |        665 |                               torch.fx.passes.infra.pass_base
import time:      1085 |       1749 |                             torch.fx.passes.infra.pass_manager
import time:       811 |      93141 |                           torch.fx.passes.infra
import time:        23 |      93163 |                         torch.fx.passes.infra.pass_base
import time:       545 |        545 |                                       torch._inductor
import time:       849 |        849 |                                       torch.utils._config_module
import time:     11249 |      12642 |                                     torch._inductor.config
import time:       771 |        771 |                                       numpy._core
import time:       920 |       1690 |                                     numpy._core._multiarray_umath
import time:      2540 |      16871 |                                   torch._subclasses.functional_tensor
import time:      1097 |       1097 |                                   torch._higher_order_ops.utils
import time:       966 |      18932 |                                 torch._higher_order_ops.cond
import time:      1398 |       1398 |                                 torch._higher_order_ops.flex_attention
import time:       766 |        766 |                                 torch._higher_order_ops.hints_wrap
import time:       812 |        812 |                                 torch._higher_order_ops.while_loop
import time:       618 |      22524 |                               torch._higher_order_ops
import time:        24 |      22548 |                             torch._higher_order_ops.utils
import time:       569 |        569 |                                 torch.export._tree_utils
import time:      3540 |       3540 |                                 torch.export.graph_signature
import time:       500 |        500 |                                       torch._custom_op.autograd
import time:      1162 |       1661 |                                     torch._custom_op.impl
import time:       463 |       2124 |                                   torch._custom_ops
import time:       718 |        718 |                                   torch._higher_order_ops.strict_mode
import time:      1031 |       3872 |                                 torch._export.wrappers
import time:      1289 |       9268 |                               torch._export
import time:      1058 |      10325 |                             torch._export.utils
import time:       832 |        832 |                             torch._export.verifier
import time:      2159 |      35863 |                           torch.export.exported_program
import time:      2670 |      38532 |                         torch.export.dynamic_shapes
import time:       511 |        511 |                                   torch._functorch._aot_autograd
import time:      1256 |       1767 |                                 torch._functorch._aot_autograd.utils
import time:       730 |       2497 |                               torch._higher_order_ops.torchbind
import time:       955 |       3451 |                             torch._higher_order_ops.effects
import time:       757 |       4207 |                           torch.export._remove_effect_tokens_pass
import time:      1279 |       5486 |                         torch.export.unflatten
import time:      1094 |     138273 |                       torch.export
import time:       609 |        609 |                           torch.fx.experimental.const_fold
import time:       864 |       1472 |                         torch._functorch.eager_transforms
import time:       724 |        724 |                         torch._functorch.functional_call
import time:       535 |        535 |                         torch._functorch.batch_norm_replacement
import time:       884 |       3614 |                       torch.func
import time:       592 |        592 |                                 torch.utils._content_store
import time:       835 |       1427 |                               torch._prims.debug_prims
import time:       964 |        964 |                               torch._prims.rng_prims
import time:      1010 |       1010 |                               torch._prims_common.wrappers
import time:    388087 |     391485 |                             torch._prims
import time:      1452 |       1452 |                             torch._higher_order_ops.out_dtype
import time:     31499 |     424435 |                           torch._decomp.decompositions
import time:      1836 |       1836 |                             torch._refs._conversions
import time:      4739 |       4739 |                             torch._refs.fft
import time:      1994 |       1994 |                             torch._refs.linalg
import time:       799 |        799 |                               torch._refs.nn
import time:      5555 |       6353 |                             torch._refs.nn.functional
import time:      4390 |       4390 |                             torch._refs.special
import time:     39711 |      59022 |                           torch._refs
import time:      1112 |     484568 |                         torch._decomp
import time:     84375 |     568942 |                       torch._meta_registrations
import time:      1045 |       1045 |                       torch.compiler
import time:    575040 |    1811358 |                     torch
import time:       802 |        802 |                           safetensors._safetensors_rust
import time:       870 |       1672 |                         safetensors
import time:      1090 |       2761 |                       safetensors.torch
import time:       496 |        496 |                                   torch.distributed._functional_collectives_impl
import time:       361 |        361 |                                     optree
import time:       686 |       1047 |                                   torch.utils._cxx_pytree
import time:      3445 |       4987 |                                 torch.distributed._functional_collectives
import time:      6346 |       6346 |                                 torch.distributed.tensor._collective_utils
import time:      1894 |      13226 |                               torch.distributed.tensor.placement_types
import time:      1017 |      14243 |                             torch.distributed.tensor._dtensor_spec
import time:       437 |        437 |                                 optree
import time:       580 |       1017 |                               torch.utils._cxx_pytree
import time:      2595 |       3611 |                             torch.distributed.tensor._op_schema
import time:       655 |        655 |                                   torch.distributed.tensor._random
import time:      1093 |       1093 |                                     torch.distributed.tensor.device_mesh
import time:      1018 |       2110 |                                   torch.distributed.tensor._redistribute
import time:       662 |        662 |                                     torch.distributed.tensor._utils
import time:       925 |       1587 |                                   torch.distributed.tensor._sharding_prop
import time:       595 |        595 |                                   torch.distributed.tensor._tp_conv
import time:       306 |        306 |                                     optree
import time:       619 |        925 |                                   torch.utils._cxx_pytree
import time:       767 |       6637 |                                 torch.distributed.tensor._dispatch
import time:      1227 |       7864 |                               torch.distributed.tensor._api
import time:      1003 |       8867 |                             torch.distributed.tensor._ops.utils
import time:       695 |      27415 |                           torch.distributed.tensor._ops._conv_ops
import time:      1561 |       1561 |                           torch.distributed.tensor._ops._embedding_ops
import time:       630 |        630 |                           torch.distributed.tensor._ops._experimental_ops
import time:      2124 |       2124 |                           torch.distributed.tensor._ops._math_ops
import time:      1118 |       1118 |                             torch.distributed.tensor._ops._einsum_strategy
import time:      1405 |       2522 |                           torch.distributed.tensor._ops._matrix_ops
import time:      5948 |       5948 |                           torch.distributed.tensor._ops._pointwise_ops
import time:       908 |        908 |                           torch.distributed.tensor._ops._random_ops
import time:       724 |        724 |                             torch.distributed.tensor._ops._common_rules
import time:      1213 |       1937 |                           torch.distributed.tensor._ops._tensor_ops
import time:      2738 |       2738 |                           torch.distributed.tensor._ops._view_ops
import time:      1073 |      46852 |                         torch.distributed.tensor._ops
import time:       857 |      47709 |                       torch.distributed.tensor
import time:      1177 |      51647 |                     transformers.model_debugging_utils
import time:      2152 |    2023933 |                   transformers.utils.generic
import time:      2108 |    2037808 |                 transformers.utils.auto_docstring
import time:      1312 |       1312 |                 transformers.utils.backbone_utils
import time:      1114 |       1114 |                     jinja2.bccache
import time:       869 |        869 |                         markupsafe._speedups
import time:      2437 |       3306 |                       markupsafe
import time:      2465 |       2465 |                         jinja2.utils
import time:      2656 |       5121 |                       jinja2.nodes
import time:       953 |        953 |                         jinja2.exceptions
import time:       767 |        767 |                           jinja2.visitor
import time:      1279 |       2046 |                         jinja2.idtracking
import time:       916 |        916 |                         jinja2.optimizer
import time:      1955 |       5869 |                       jinja2.compiler
import time:       949 |        949 |                           jinja2.async_utils
import time:      1607 |       1607 |                           jinja2.runtime
import time:      1980 |       4535 |                         jinja2.filters
import time:       914 |        914 |                         jinja2.tests
import time:      1255 |       6703 |                       jinja2.defaults
import time:      1619 |       1619 |                         jinja2._identifier
import time:      2348 |       3966 |                       jinja2.lexer
import time:      1336 |       1336 |                       jinja2.parser
import time:      2350 |      28649 |                     jinja2.environment
import time:      1461 |       1461 |                     jinja2.loaders
import time:      1138 |      32361 |                   jinja2
import time:      1813 |       1813 |                   jinja2.ext
import time:      1151 |       1151 |                   jinja2.sandbox
import time:      1031 |       1031 |                       PIL._version
import time:      1006 |       2036 |                     PIL
import time:      5457 |       5457 |                     PIL.ExifTags
import time:       558 |        558 |                       PIL._deprecate
import time:      1178 |       1736 |                     PIL.ImageMode
import time:      1328 |       1328 |                     PIL.TiffTags
import time:       712 |        712 |                     PIL._binary
import time:       701 |        701 |                       PIL._typing
import time:       660 |       1361 |                     PIL._util
import time:       330 |        330 |                     defusedxml
import time:      1544 |       1544 |                     PIL._imaging
import time:      2382 |      16884 |                   PIL.Image
import time:      3114 |      55322 |                 transformers.utils.chat_template_utils
import time:       795 |        795 |                 transformers.utils.constants
import time:     41405 |      41405 |                 transformers.utils.hub
import time:       903 |        903 |                 transformers.utils.peft_utils
import time:      1074 |    2142750 |               transformers.utils
import time:       685 |    2143434 |             transformers.utils.versions
import time:     15139 |    2159381 |           transformers.dependency_versions_check
import time:       801 |        801 |           transformers.utils.dummy_sentencepiece_and_tokenizers_objects
import time:       804 |        804 |           transformers.utils.dummy_mistral_common_objects
import time:       900 |        900 |           transformers.utils.dummy_tf_objects
import time:       796 |        796 |           transformers.utils.dummy_flax_objects
import time:    638214 |    2800893 |         transformers
import time:       870 |        870 |           filecmp
import time:      1281 |       2150 |         transformers.dynamic_module_utils
import time:      5462 |       5462 |           transformers.integrations
import time:       114 |        114 |           array
import time:      1969 |       1969 |             tokenizers.tokenizers
import time:       648 |        648 |                 tokenizers.decoders
import time:       724 |        724 |                 tokenizers.models
import time:       720 |        720 |                 tokenizers.normalizers
import time:       612 |        612 |                 tokenizers.pre_tokenizers
import time:       580 |        580 |                 tokenizers.processors
import time:      1134 |       4415 |               tokenizers.implementations.base_tokenizer
import time:      1159 |       1159 |               tokenizers.implementations.bert_wordpiece
import time:      1140 |       1140 |               tokenizers.implementations.byte_level_bpe
import time:       891 |        891 |               tokenizers.implementations.char_level_bpe
import time:       755 |        755 |               tokenizers.implementations.sentencepiece_bpe
import time:       831 |        831 |               tokenizers.implementations.sentencepiece_unigram
import time:       925 |      10114 |             tokenizers.implementations
import time:      1678 |      13760 |           tokenizers
import time:      2019 |       2019 |           transformers.convert_slow_tokenizer
import time:      5457 |      26810 |         transformers.modeling_gguf_pytorch_utils
import time:      1822 |    2831674 |       transformers.configuration_utils
import time:      1162 |       1162 |       sentence_transformers.backend.utils
import time:       667 |    2833503 |     sentence_transformers.backend.load
import time:      1157 |       1157 |     sentence_transformers.backend.optimize
import time:       744 |        744 |         sentence_transformers.util.decorators
import time:       726 |        726 |         sentence_transformers.util.distributed
import time:       828 |        828 |         sentence_transformers.util.environment
import time:       957 |        957 |         sentence_transformers.util.file_io
import time:      1001 |       1001 |         sentence_transformers.util.hard_negatives
import time:       792 |        792 |         sentence_transformers.util.misc
import time:       811 |        811 |                 sklearn._config
import time:       680 |        680 |                   sklearn.__check_build._check_build
import time:       726 |       1405 |                 sklearn.__check_build
import time:      2159 |       2159 |                 sklearn._distributor_init
import time:       915 |        915 |                   sklearn.exceptions
import time:       712 |        712 |                           sklearn.utils._bunch
import time:       932 |       1644 |                         sklearn.utils._metadata_requests
import time:       981 |       2625 |                       sklearn.utils.metadata_routing
import time:      1147 |       1147 |                               scipy.__config__
import time:       759 |        759 |                               scipy.version
import time:        92 |         92 |                                 scipy._distributor_init_local
import time:       681 |        773 |                               scipy._distributor_init
import time:      3532 |       3532 |                                         Cython.Shadow
import time:      1012 |       4544 |                                       Cython
import time:        28 |       4572 |                                     Cython.Shadow
import time:      1022 |       5593 |                                   cython
import time:       871 |        871 |                                     Cython.Compiler
import time:       964 |       1835 |                                   Cython.Compiler.Version
import time:      2110 |       2110 |                                   scipy._lib._pep440
import time:       977 |      10514 |                                 scipy._lib._testutils
import time:       605 |      11119 |                               scipy._lib
import time:       737 |        737 |                                 scipy._lib._ccallback_c
import time:       874 |       1611 |                               scipy._lib._ccallback
import time:      1368 |      16774 |                             scipy
import time:      1066 |       1066 |                                       numpy._typing._add_docstring
import time:       586 |       1651 |                                     numpy.typing
import time:      1025 |       1025 |                                         scipy._lib.array_api_compat.common._helpers
import time:       837 |       1861 |                                       scipy._lib.array_api_compat.common
import time:       775 |       2636 |                                     scipy._lib.array_api_compat
import time:      1085 |       1085 |                                         scipy._lib.array_api_compat.common._aliases
import time:       667 |        667 |                                         scipy._lib.array_api_compat._internal
import time:       620 |        620 |                                         scipy._lib.array_api_compat.numpy._info
import time:      2006 |       4376 |                                       scipy._lib.array_api_compat.numpy._aliases
import time:       965 |        965 |                                         scipy._lib.array_api_compat.common._linalg
import time:      1084 |       2048 |                                       scipy._lib.array_api_compat.numpy.linalg
import time:       837 |        837 |                                         scipy._lib.array_api_compat.common._fft
import time:      1230 |       2066 |                                       scipy._lib.array_api_compat.numpy.fft
import time:      1210 |       9699 |                                     scipy._lib.array_api_compat.numpy
import time:       887 |      14872 |                                   scipy._lib._array_api
import time:      1109 |       1109 |                                       pkgutil
import time:      1691 |       2800 |                                     pydoc
import time:      1876 |       4676 |                                   scipy._lib._docscrape
import time:      1255 |      20802 |                                 scipy._lib._util
import time:       926 |      21728 |                               scipy.sparse._sputils
import time:       906 |        906 |                               scipy.sparse._matrix
import time:      1280 |      23913 |                             scipy.sparse._base
import time:       647 |        647 |                               scipy.sparse._sparsetools
import time:      1004 |       1004 |                                 scipy.sparse._data
import time:       863 |        863 |                                 scipy.sparse._index
import time:      1061 |       2927 |                               scipy.sparse._compressed
import time:       995 |       4568 |                             scipy.sparse._csr
import time:       884 |        884 |                             scipy.sparse._csc
import time:       956 |        956 |                               scipy.sparse._csparsetools
import time:       826 |       1782 |                             scipy.sparse._lil
import time:       991 |        991 |                             scipy.sparse._dok
import time:      1196 |       1196 |                             scipy.sparse._coo
import time:       987 |        987 |                             scipy.sparse._dia
import time:      1031 |       1031 |                             scipy.sparse._bsr
import time:      3031 |       3031 |                             scipy.sparse._construct
import time:       806 |        806 |                             scipy.sparse._extract
import time:       581 |        581 |                             scipy.sparse._matrix_io
import time:       939 |        939 |                                       scipy.sparse.linalg._interface
import time:       677 |        677 |                                       scipy.sparse.linalg._isolve.utils
import time:      2579 |       2579 |                                             scipy.linalg._fblas
import time:       243 |        243 |                                             scipy.linalg._cblas
import time:       109 |        109 |                                             scipy.linalg._fblas_64
import time:       757 |       3687 |                                           scipy.linalg.blas
import time:      2673 |       2673 |                                             scipy.linalg._flapack
import time:       138 |        138 |                                             scipy.linalg._clapack
import time:        71 |         71 |                                             scipy.linalg._flapack_64
import time:      2004 |       4884 |                                           scipy.linalg.lapack
import time:      1089 |       9659 |                                         scipy.linalg._misc
import time:      1638 |       1638 |                                           scipy.linalg.cython_lapack
import time:       787 |       2425 |                                         scipy.linalg._cythonized_array_utils
import time:       881 |        881 |                                           scipy.linalg._decomp
import time:       747 |        747 |                                           scipy.linalg._decomp_svd
import time:       653 |        653 |                                           scipy.linalg._solve_toeplitz
import time:      1281 |       3561 |                                         scipy.linalg._basic
import time:       626 |        626 |                                           scipy.linalg._decomp_lu_cython
import time:       881 |       1507 |                                         scipy.linalg._decomp_lu
import time:       784 |        784 |                                         scipy.linalg._decomp_ldl
import time:       695 |        695 |                                         scipy.linalg._decomp_cholesky
import time:       701 |        701 |                                         scipy.linalg._decomp_qr
import time:      1036 |       1036 |                                         scipy.linalg._decomp_qz
import time:      1212 |       1212 |                                         scipy.linalg._decomp_schur
import time:       785 |        785 |                                         scipy.linalg._decomp_polar
import time:       596 |        596 |                                           scipy.linalg._expm_frechet
import time:       670 |        670 |                                             scipy.linalg._matfuncs_sqrtm_triu
import time:       695 |       1364 |                                           scipy.linalg._matfuncs_sqrtm
import time:       731 |        731 |                                           scipy.linalg._matfuncs_expm
import time:       637 |        637 |                                           scipy.linalg._linalg_pythran
import time:       884 |       4211 |                                         scipy.linalg._matfuncs
import time:       908 |        908 |                                         scipy.linalg._special_matrices
import time:       955 |        955 |                                         scipy.linalg._solvers
import time:       794 |        794 |                                         scipy.linalg._procrustes
import time:       970 |        970 |                                           scipy.linalg.cython_blas
import time:       709 |       1679 |                                         scipy.linalg._decomp_update
import time:      1423 |       1423 |                                         scipy.linalg._sketches
import time:       776 |        776 |                                         scipy.linalg._decomp_cossin
import time:       670 |        670 |                                           scipy._lib.deprecation
import time:       595 |       1264 |                                         scipy.linalg.decomp
import time:       558 |        558 |                                         scipy.linalg.decomp_cholesky
import time:       589 |        589 |                                         scipy.linalg.decomp_lu
import time:       928 |        928 |                                         scipy.linalg.decomp_qr
import time:       973 |        973 |                                         scipy.linalg.decomp_svd
import time:       983 |        983 |                                         scipy.linalg.decomp_schur
import time:       659 |        659 |                                         scipy.linalg.basic
import time:       594 |        594 |                                         scipy.linalg.misc
import time:       637 |        637 |                                         scipy.linalg.special_matrices
import time:       646 |        646 |                                         scipy.linalg.matfuncs
import time:      1180 |      42108 |                                       scipy.linalg
import time:       810 |      44533 |                                     scipy.sparse.linalg._isolve.iterative
import time:       639 |        639 |                                     scipy.sparse.linalg._isolve.minres
import time:       510 |        510 |                                       scipy.sparse.linalg._isolve._gcrotmk
import time:       564 |       1074 |                                     scipy.sparse.linalg._isolve.lgmres
import time:       647 |        647 |                                     scipy.sparse.linalg._isolve.lsqr
import time:      1071 |       1071 |                                     scipy.sparse.linalg._isolve.lsmr
import time:       865 |        865 |                                     scipy.sparse.linalg._isolve.tfqmr
import time:       955 |      49782 |                                   scipy.sparse.linalg._isolve
import time:       755 |        755 |                                       scipy.sparse.linalg._dsolve._superlu
import time:       376 |        376 |                                         scikits
import time:        29 |        405 |                                       scikits.umfpack
import time:      1029 |       2188 |                                     scipy.sparse.linalg._dsolve.linsolve
import time:       699 |        699 |                                     scipy.sparse.linalg._dsolve._add_newdocs
import time:       889 |       3775 |                                   scipy.sparse.linalg._dsolve
import time:      1584 |       1584 |                                           scipy._lib.decorator
import time:      1109 |       2693 |                                         scipy._lib._threadsafety
import time:      1025 |       1025 |                                         scipy.sparse.linalg._eigen.arpack._arpack
import time:      1049 |       4766 |                                       scipy.sparse.linalg._eigen.arpack.arpack
import time:       662 |       5427 |                                     scipy.sparse.linalg._eigen.arpack
import time:       848 |        848 |                                       scipy.sparse.linalg._eigen.lobpcg.lobpcg
import time:       832 |       1680 |                                     scipy.sparse.linalg._eigen.lobpcg
import time:       240 |        240 |                                         scipy.sparse.linalg._propack
import time:      1057 |       1057 |                                         scipy.sparse.linalg._propack._spropack
import time:       887 |        887 |                                         scipy.sparse.linalg._propack._dpropack
import time:      1124 |       1124 |                                         scipy.sparse.linalg._propack._cpropack
import time:      1107 |       1107 |                                         scipy.sparse.linalg._propack._zpropack
import time:       760 |       5173 |                                       scipy.sparse.linalg._svdp
import time:      2076 |       7248 |                                     scipy.sparse.linalg._eigen._svds
import time:       646 |      15001 |                                   scipy.sparse.linalg._eigen
import time:       541 |        541 |                                       scipy.sparse.linalg._onenormest
import time:       723 |       1264 |                                     scipy.sparse.linalg._expm_multiply
import time:      1009 |       2272 |                                   scipy.sparse.linalg._matfuncs
import time:       662 |        662 |                                   scipy.sparse.linalg._norm
import time:       942 |        942 |                                   scipy.sparse.linalg._special_sparse_arrays
import time:       617 |        617 |                                   scipy.sparse.linalg.isolve
import time:       701 |        701 |                                   scipy.sparse.linalg.dsolve
import time:       721 |        721 |                                   scipy.sparse.linalg.interface
import time:       685 |        685 |                                   scipy.sparse.linalg.eigen
import time:       577 |        577 |                                   scipy.sparse.linalg.matfuncs
import time:       913 |      76643 |                                 scipy.sparse.linalg
import time:       913 |      77556 |                               scipy.sparse.csgraph._laplacian
import time:       529 |        529 |                                   scipy.sparse.csgraph._tools
import time:       782 |       1310 |                                 scipy.sparse.csgraph._validation
import time:       756 |       2066 |                               scipy.sparse.csgraph._shortest_path
import time:       640 |        640 |                               scipy.sparse.csgraph._traversal
import time:       595 |        595 |                               scipy.sparse.csgraph._min_spanning_tree
import time:       648 |        648 |                               scipy.sparse.csgraph._flow
import time:       609 |        609 |                               scipy.sparse.csgraph._matching
import time:       622 |        622 |                               scipy.sparse.csgraph._reordering
import time:       774 |      83507 |                             scipy.sparse.csgraph
import time:      1092 |       1092 |                             scipy.sparse.base
import time:       932 |        932 |                             scipy.sparse.bsr
import time:       649 |        649 |                             scipy.sparse.compressed
import time:       610 |        610 |                             scipy.sparse.construct
import time:       502 |        502 |                             scipy.sparse.coo
import time:       501 |        501 |                             scipy.sparse.csc
import time:       510 |        510 |                             scipy.sparse.csr
import time:       495 |        495 |                             scipy.sparse.data
import time:       457 |        457 |                             scipy.sparse.dia
import time:       739 |        739 |                             scipy.sparse.dok
import time:       586 |        586 |                             scipy.sparse.extract
import time:       479 |        479 |                             scipy.sparse.lil
import time:       471 |        471 |                             scipy.sparse.sparsetools
import time:       656 |        656 |                             scipy.sparse.sputils
import time:      1649 |     150364 |                           scipy.sparse
import time:       533 |        533 |                                 joblib._multiprocessing_helpers
import time:       567 |        567 |                                   joblib.externals
import time:       617 |        617 |                                   joblib.externals.loky._base
import time:       654 |        654 |                                           multiprocessing.queues
import time:       808 |       1462 |                                         concurrent.futures.process
import time:       944 |        944 |                                         joblib.externals.loky.backend.process
import time:       764 |       3169 |                                       joblib.externals.loky.backend.context
import time:       554 |       3723 |                                     joblib.externals.loky.backend
import time:        24 |       3747 |                                   joblib.externals.loky.backend.context
import time:       549 |        549 |                                     joblib.externals.loky.backend._win_reduction
import time:      1069 |       1069 |                                       joblib.externals.cloudpickle.cloudpickle
import time:       606 |       1674 |                                     joblib.externals.cloudpickle
import time:       902 |       3125 |                                   joblib.externals.loky.backend.reduction
import time:        65 |         65 |                                       faulthandler
import time:       672 |        672 |                                       joblib.externals.loky.backend.queues
import time:       443 |        443 |                                           pwd
import time:      2567 |       2567 |                                           psutil._common
import time:      2554 |       2554 |                                             psutil._psutil_windows
import time:      1788 |       4341 |                                           psutil._pswindows
import time:      2193 |       9543 |                                         psutil
import time:       554 |      10097 |                                       joblib.externals.loky.backend.utils
import time:      1168 |       1168 |                                       joblib.externals.loky.initializers
import time:      1136 |      13136 |                                     joblib.externals.loky.process_executor
import time:       808 |      13944 |                                   joblib.externals.loky.reusable_executor
import time:       728 |        728 |                                   joblib.externals.loky.cloudpickle_wrapper
import time:       807 |      23532 |                                 joblib.externals.loky
import time:       666 |      24730 |                               joblib._cloudpickle_wrapper
import time:       957 |        957 |                                 joblib._utils
