import time: self [us] | cumulative | imported package
import time:       763 |        763 |                                       scipy.optimize.nonlin
import time:       765 |        765 |                                       scipy.optimize.optimize
import time:       614 |        614 |                                       scipy.optimize.slsqp
import time:       636 |        636 |                                       scipy.optimize.tnc
import time:       676 |        676 |                                       scipy.optimize.zeros
import time:      1388 |      99217 |                                     scipy.optimize
import time:       729 |        729 |                                         scipy._lib.doccer
import time:       860 |        860 |                                         scipy.stats._distr_params
import time:      1200 |       1200 |                                         scipy.integrate._quadrature
import time:       845 |        845 |                                           scipy.integrate._odepack
import time:       907 |       1751 |                                         scipy.integrate._odepack_py
import time:       696 |        696 |                                           scipy.integrate._quadpack
import time:       944 |       1639 |                                         scipy.integrate._quadpack_py
import time:       881 |        881 |                                           scipy.integrate._vode
import time:       690 |        690 |                                           scipy.integrate._dop
import time:       895 |        895 |                                           scipy.integrate._lsoda
import time:      1211 |       3676 |                                         scipy.integrate._ode
import time:       955 |        955 |                                         scipy.integrate._bvp
import time:       632 |        632 |                                               scipy.integrate._ivp.common
import time:       860 |        860 |                                               scipy.integrate._ivp.base
import time:       657 |       2148 |                                             scipy.integrate._ivp.bdf
import time:      1149 |       1149 |                                             scipy.integrate._ivp.radau
import time:       556 |        556 |                                               scipy.integrate._ivp.dop853_coefficients
import time:       857 |       1413 |                                             scipy.integrate._ivp.rk
import time:      1131 |       1131 |                                             scipy.integrate._ivp.lsoda
import time:       877 |       6717 |                                           scipy.integrate._ivp.ivp
import time:       684 |       7400 |                                         scipy.integrate._ivp
import time:      1198 |       1198 |                                         scipy.integrate._quad_vec
import time:       584 |        584 |                                           scipy._lib._elementwise_iterative_method
import time:       935 |       1518 |                                         scipy.integrate._tanhsinh
import time:      1152 |       1152 |                                             scipy.integrate._rules._base
import time:       792 |        792 |                                             scipy.integrate._rules._genz_malik
import time:       510 |        510 |                                               scipy.integrate._rules._gauss_legendre
import time:       577 |       1087 |                                             scipy.integrate._rules._gauss_kronrod
import time:       861 |       3890 |                                           scipy.integrate._rules
import time:      1529 |       5419 |                                         scipy.integrate._cubature
import time:       851 |        851 |                                         scipy.integrate._lebedev
import time:       596 |        596 |                                         scipy.integrate.dop
import time:       539 |        539 |                                         scipy.integrate.lsoda
import time:       507 |        507 |                                         scipy.integrate.vode
import time:       502 |        502 |                                         scipy.integrate.odepack
import time:       508 |        508 |                                         scipy.integrate.quadpack
import time:       832 |        832 |                                         scipy._lib._finite_differences
import time:       823 |        823 |                                         scipy.stats._constants
import time:       695 |        695 |                                         scipy.stats._censored_data
import time:      2816 |      35007 |                                       scipy.stats._distn_infrastructure
import time:       689 |        689 |                                                 scipy.interpolate._fitpack
import time:       616 |        616 |                                                 scipy.interpolate._dfitpack
import time:       931 |       2235 |                                               scipy.interpolate._fitpack_impl
import time:       593 |        593 |                                                 scipy.interpolate._dierckx
import time:       981 |       1574 |                                               scipy.interpolate._bsplines
import time:      1249 |       5057 |                                             scipy.interpolate._fitpack_py
import time:       837 |        837 |                                             scipy.interpolate._polyint
import time:       705 |        705 |                                             scipy.interpolate._ppoly
import time:       658 |        658 |                                             scipy.interpolate._interpnd
import time:      1096 |       8350 |                                           scipy.interpolate._interpolate
import time:      1057 |       1057 |                                           scipy.interpolate._fitpack2
import time:       745 |        745 |                                           scipy.interpolate._rbf
import time:       766 |        766 |                                             scipy.interpolate._rbfinterp_pythran
import time:       781 |       1546 |                                           scipy.interpolate._rbfinterp
import time:      1570 |       1570 |                                           scipy.interpolate._cubic
import time:       917 |        917 |                                           scipy.interpolate._ndgriddata
import time:       922 |        922 |                                           scipy.interpolate._fitpack_repro
import time:       716 |        716 |                                           scipy.interpolate._pade
import time:       738 |        738 |                                             scipy.interpolate._rgi_cython
import time:      1147 |       1147 |                                               scipy.interpolate._bspl
import time:       937 |       2084 |                                             scipy.interpolate._ndbspline
import time:      1028 |       3848 |                                           scipy.interpolate._rgi
import time:      1258 |       1258 |                                           scipy.interpolate._bary_rational
import time:       670 |        670 |                                           scipy.interpolate.fitpack
import time:       652 |        652 |                                           scipy.interpolate.fitpack2
import time:       671 |        671 |                                           scipy.interpolate.interpolate
import time:       679 |        679 |                                           scipy.interpolate.ndgriddata
import time:       667 |        667 |                                           scipy.interpolate.polyint
import time:       544 |        544 |                                           scipy.interpolate.rbf
import time:       529 |        529 |                                           scipy.interpolate.interpnd
import time:      1104 |      26439 |                                         scipy.interpolate
import time:      1198 |       1198 |                                           scipy.special.cython_special
import time:       761 |       1958 |                                         scipy.stats._stats
import time:      1196 |       1196 |                                         scipy.stats._tukeylambda_stats
import time:       668 |        668 |                                           scipy.optimize._bracket
import time:       794 |        794 |                                           scipy.optimize._chandrupatla
import time:       916 |        916 |                                           scipy.stats._probability_distribution
import time:       651 |        651 |                                               scipy.stats._sobol
import time:       736 |        736 |                                               scipy.stats._qmc_cy
import time:      1385 |       2770 |                                             scipy.stats._qmc
import time:       712 |       3482 |                                           scipy.stats.qmc
import time:      2403 |       8262 |                                         scipy.stats._distribution_infrastructure
import time:       914 |        914 |                                         scipy.stats._ksstats
import time:     52770 |      91538 |                                       scipy.stats._continuous_distns
import time:       637 |        637 |                                         scipy.stats._biasedurn
import time:       581 |        581 |                                         scipy.stats._stats_pythran
import time:     10727 |      11945 |                                       scipy.stats._discrete_distns
import time:       730 |        730 |                                         scipy.stats._levy_stable.levyst
import time:      2644 |       3373 |                                       scipy.stats._levy_stable
import time:       676 |        676 |                                         scipy.stats._axis_nan_policy
import time:      2049 |       2725 |                                       scipy.stats._entropy
import time:      1071 |     145656 |                                     scipy.stats.distributions
import time:       863 |        863 |                                       scipy._lib._bunch
import time:      1007 |       1007 |                                       scipy.stats._stats_mstats_common
import time:      2371 |       4240 |                                     scipy.stats._mstats_basic
import time:       834 |        834 |                                       scipy.stats._common
import time:      4299 |       5133 |                                     scipy.stats._hypotests
import time:      6768 |       6768 |                                     scipy.stats._resampling
import time:      1049 |       1049 |                                     scipy.stats._binomtest
import time:     21067 |     312022 |                                   scipy.stats._stats_py
import time:      1628 |       1628 |                                   scipy.stats._variation
import time:       788 |        788 |                                     scipy.stats._ansari_swilk_statistics
import time:       999 |        999 |                                     scipy.stats._wilcoxon
import time:      2476 |       2476 |                                     scipy.stats._fit
import time:      1092 |       1092 |                                       scipy.stats._relative_risk
import time:      1315 |       1315 |                                       scipy.stats._crosstab
import time:       755 |        755 |                                       scipy.stats._odds_ratio
import time:      1355 |       4516 |                                     scipy.stats.contingency
import time:      8505 |      17283 |                                   scipy.stats._morestats
import time:      1588 |       1588 |                                   scipy.stats._multicomp
import time:       978 |        978 |                                   scipy.stats._binned_statistic
import time:       509 |        509 |                                     scipy.stats._mvn
import time:       849 |       1358 |                                   scipy.stats._kde
import time:       587 |        587 |                                     scipy.stats._mstats_extras
import time:       841 |       1428 |                                   scipy.stats.mstats
import time:      1189 |       1189 |                                     scipy.stats._covariance
import time:       816 |        816 |                                       scipy.stats._rcont.rcont
import time:       772 |       1588 |                                     scipy.stats._rcont
import time:       766 |        766 |                                     scipy.stats._qmvnt
import time:      3641 |       7182 |                                   scipy.stats._multivariate
import time:      1380 |       1380 |                                   scipy.stats._page_trend_test
import time:      2372 |       2372 |                                   scipy.stats._mannwhitneyu
import time:       863 |        863 |                                   scipy.stats._bws_test
import time:      1547 |       1547 |                                   scipy.stats._sensitivity_analysis
import time:      1479 |       1479 |                                   scipy.stats._survival
import time:      9857 |       9857 |                                   scipy.stats._new_distributions
import time:      1018 |       1018 |                                             scipy.ndimage._ni_support
import time:       540 |        540 |                                             scipy.ndimage._nd_image
import time:       830 |        830 |                                             scipy.ndimage._ni_docstrings
import time:       485 |        485 |                                             scipy.ndimage._rank_filter_1d
import time:     54233 |      57104 |                                           scipy.ndimage._filters
import time:       838 |        838 |                                           scipy.ndimage._fourier
import time:      1280 |       1280 |                                           scipy.ndimage._interpolation
import time:       675 |        675 |                                             scipy.ndimage._ni_label
import time:       963 |        963 |                                             scipy.ndimage._morphology
import time:       858 |       2494 |                                           scipy.ndimage._measurements
import time:       602 |      62317 |                                         scipy.ndimage._ndimage_api
import time:       757 |        757 |                                         scipy.ndimage._delegators
import time:      1019 |      64092 |                                       scipy.ndimage._support_alternative_backends
import time:       588 |        588 |                                       scipy.ndimage.filters
import time:       529 |        529 |                                       scipy.ndimage.fourier
import time:       777 |        777 |                                       scipy.ndimage.interpolation
import time:       964 |        964 |                                       scipy.ndimage.measurements
import time:       792 |        792 |                                       scipy.ndimage.morphology
import time:      1068 |      68806 |                                     scipy.ndimage
import time:      1498 |      70304 |                                   scipy.stats._mgc
import time:      1333 |       1333 |                                   scipy.stats._correlation
import time:       642 |        642 |                                   scipy.stats.biasedurn
import time:       560 |        560 |                                   scipy.stats.kde
import time:       482 |        482 |                                   scipy.stats.morestats
import time:       514 |        514 |                                   scipy.stats.mstats_basic
import time:       484 |        484 |                                   scipy.stats.mstats_extras
import time:       508 |        508 |                                   scipy.stats.mvn
import time:       515 |        515 |                                   scipy.stats.stats
import time:      1268 |     438454 |                                 scipy.stats
import time:       317 |        317 |                                 pandas
import time:       751 |        751 |                                   sklearn.externals._packaging
import time:       578 |        578 |                                   sklearn.externals._packaging._structures
import time:      1818 |       3146 |                                 sklearn.externals._packaging.version
import time:       572 |        572 |                                     ctypes.util
import time:      1236 |       1807 |                                   threadpoolctl
import time:       710 |       2517 |                                 sklearn.utils.parallel
import time:       326 |        326 |                                 pyarrow
import time:      1092 |     445851 |                               sklearn.utils.fixes
import time:       846 |     491803 |                             sklearn.utils._array_api
import time:       792 |        792 |                             sklearn.utils.deprecation
import time:       523 |        523 |                               sklearn._cyutility
import time:       661 |       1183 |                             sklearn.utils._isfinite
import time:      3620 |       3620 |                             sklearn.utils._tags
import time:      1300 |     544368 |                           sklearn.utils.validation
import time:      1173 |     695905 |                         sklearn.utils._param_validation
import time:       755 |     696659 |                       sklearn.utils._chunking
import time:       586 |        586 |                           sklearn.utils.sparsefuncs_fast
import time:       989 |       1575 |                         sklearn.utils.extmath
import time:      1010 |       2585 |                       sklearn.utils._indexing
import time:       560 |        560 |                         sklearn.utils._missing
import time:       907 |       1466 |                       sklearn.utils._mask
import time:       619 |        619 |                         sklearn.utils._repr_html
import time:      1016 |       1635 |                       sklearn.utils._repr_html.base
import time:      1405 |       1405 |                           html.entities
import time:       880 |       2284 |                         html
import time:      1152 |       3436 |                       sklearn.utils._repr_html.estimator
import time:       727 |        727 |                       sklearn.utils.class_weight
import time:       697 |        697 |                       sklearn.utils.discovery
import time:       549 |        549 |                       sklearn.utils.murmurhash
import time:       905 |     711281 |                     sklearn.utils
import time:        33 |     711313 |                   sklearn.utils._metadata_requests
import time:       783 |        783 |                   sklearn.utils._repr_html.params
import time:       758 |        758 |                     sklearn.utils._available_if
import time:       963 |       1720 |                   sklearn.utils._set_output
import time:      1409 |     716139 |                 sklearn.base
import time:       466 |        466 |                   sklearn.utils._openmp_helpers
import time:       893 |       1358 |                 sklearn.utils._show_versions
import time:       687 |        687 |                 sklearn._built_with_meson
import time:      1023 |     723580 |               sklearn
import time:       683 |        683 |                 sklearn.metrics.cluster._bicluster
import time:       494 |        494 |                     sklearn.utils._unique
import time:       664 |       1157 |                   sklearn.utils.multiclass
import time:       528 |        528 |                   sklearn.metrics.cluster._expected_mutual_info_fast
import time:       877 |       2561 |                 sklearn.metrics.cluster._supervised
import time:       648 |        648 |                       sklearn.utils.sparsefuncs
import time:       772 |        772 |                         sklearn.utils._encode
import time:      1265 |       2036 |                       sklearn.preprocessing._encoders
import time:      2202 |       4885 |                     sklearn.preprocessing._data
import time:       605 |        605 |                       sklearn.utils.stats
import time:      1250 |       1854 |                     sklearn.preprocessing._discretization
import time:      1026 |       1026 |                       sklearn.utils.metaestimators
import time:      1182 |       2207 |                     sklearn.preprocessing._function_transformer
import time:      1217 |       1217 |                     sklearn.preprocessing._label
import time:       498 |        498 |                       sklearn.preprocessing._csr_polynomial_expansion
import time:      1095 |       1592 |                     sklearn.preprocessing._polynomial
import time:       550 |        550 |                       sklearn.preprocessing._target_encoder_fast
import time:      1159 |       1708 |                     sklearn.preprocessing._target_encoder
import time:       870 |      14331 |                   sklearn.preprocessing
import time:      1019 |       1019 |                         sklearn.metrics._dist_metrics
import time:       695 |        695 |                             sklearn.metrics._pairwise_distances_reduction._datasets_pair
import time:       776 |        776 |                             sklearn.utils._cython_blas
import time:       645 |       2114 |                           sklearn.metrics._pairwise_distances_reduction._base
import time:       620 |        620 |                           sklearn.metrics._pairwise_distances_reduction._middle_term_computer
import time:       596 |        596 |                           sklearn.utils._heap
import time:       431 |        431 |                           sklearn.utils._sorting
import time:       758 |       4517 |                         sklearn.metrics._pairwise_distances_reduction._argkmin
import time:       570 |        570 |                         sklearn.metrics._pairwise_distances_reduction._argkmin_classmode
import time:       489 |        489 |                           sklearn.utils._vector_sentinel
import time:       600 |       1088 |                         sklearn.metrics._pairwise_distances_reduction._radius_neighbors
import time:       634 |        634 |                         sklearn.metrics._pairwise_distances_reduction._radius_neighbors_classmode
import time:      1192 |       9018 |                       sklearn.metrics._pairwise_distances_reduction._dispatcher
import time:       674 |       9691 |                     sklearn.metrics._pairwise_distances_reduction
import time:       599 |        599 |                     sklearn.metrics._pairwise_fast
import time:      2054 |      12344 |                   sklearn.metrics.pairwise
import time:      1042 |      27716 |                 sklearn.metrics.cluster._unsupervised
import time:       769 |      31728 |               sklearn.metrics.cluster
import time:      1243 |       1243 |               sklearn.metrics._classification
import time:       688 |        688 |                 sklearn.metrics._plot
import time:       606 |        606 |                 sklearn.utils._optional_dependencies
import time:       509 |        509 |                   sklearn.utils._response
import time:       698 |       1207 |                 sklearn.utils._plotting
import time:       906 |       3406 |               sklearn.metrics._plot.confusion_matrix
import time:       636 |        636 |                   sklearn.metrics._base
import time:       836 |       1472 |                 sklearn.metrics._ranking
import time:       747 |       2219 |               sklearn.metrics._plot.det_curve
import time:       655 |        655 |               sklearn.metrics._plot.precision_recall_curve
import time:       623 |        623 |               sklearn.metrics._plot.regression
import time:       692 |        692 |               sklearn.metrics._plot.roc_curve
import time:       891 |        891 |               sklearn.metrics._regression
import time:      4125 |       4125 |               sklearn.metrics._scorer
import time:       872 |     770027 |             sklearn.metrics
import time:      1211 |       1211 |             sentence_transformers.util.tensor
import time:       627 |     771865 |           sentence_transformers.util.similarity
import time:       815 |     772679 |         sentence_transformers.util.retrieval
import time:       710 |     778435 |       sentence_transformers.util
import time:       826 |     779261 |     sentence_transformers.backend.quantize
import time:       751 |    3614670 |   sentence_transformers.backend
import time:      1031 |       1031 |         transformers.generation
import time:      4105 |       4105 |         transformers.cache_utils
import time:      1627 |       1627 |         transformers.integrations.deepspeed
import time:       651 |        651 |         transformers.integrations.fsdp
import time:       786 |        786 |             torch.nn.attention._utils
import time:      1642 |       2428 |           torch.nn.attention.flex_attention
import time:      6396 |       8824 |         transformers.masking_utils
import time:     20836 |      20836 |         transformers.pytorch_utils
import time:      1295 |       1295 |         transformers.tokenization_utils
import time:       940 |        940 |         transformers.generation.beam_constraints
import time:      1147 |       1147 |         transformers.generation.beam_search
import time:      1644 |       1644 |           transformers.generation.logits_process
import time:      1885 |       3529 |         transformers.generation.candidate_generator
import time:      2455 |       2455 |         transformers.generation.configuration_utils
import time:       417 |        417 |               opentelemetry
import time:       961 |       1378 |             transformers.utils.metrics
import time:      2065 |       2065 |             transformers.generation.continuous_batching.classes
import time:       999 |       4441 |           transformers.generation.continuous_batching.cache
import time:       630 |        630 |               tokenizers.trainers
import time:      1222 |       1851 |             transformers.tokenization_utils_fast
import time:       839 |        839 |             transformers.generation.continuous_batching.scheduler
import time:      1900 |       4590 |           transformers.generation.continuous_batching.continuous_api
import time:       978 |      10007 |         transformers.generation.continuous_batching
import time:       991 |        991 |         transformers.generation.stopping_criteria
import time:      1469 |       1469 |               huggingface_hub.serialization._base
import time:       999 |        999 |               huggingface_hub.serialization._tensorflow
import time:      1518 |       1518 |               huggingface_hub.serialization._torch
import time:       712 |        712 |                       accelerate.utils.constants
import time:      1134 |       1134 |                       accelerate.utils.environment
import time:      1705 |       1705 |                         accelerate.utils.versions
import time:       325 |        325 |                             torch_xla
import time:        28 |        353 |                           torch_xla.core
import time:        19 |        371 |                         torch_xla.core.xla_model
import time:       774 |       2849 |                       accelerate.utils.imports
import time:     10705 |      15398 |                     accelerate.utils.dataclasses
import time:       966 |      16364 |                   accelerate.parallelism_config
import time:       982 |        982 |                   accelerate.utils.ao
import time:      2039 |       2039 |                     accelerate.state
import time:      1384 |       1384 |                     accelerate.utils.memory
import time:       733 |        733 |                     accelerate.utils.offload
import time:      2372 |       2372 |                     accelerate.utils.tqdm
import time:      1448 |       7974 |                   accelerate.utils.modeling
import time:      1125 |       1125 |                   accelerate.utils.operations
import time:       504 |        504 |                               accelerate.commands
import time:      3716 |       3716 |                                   accelerate.commands.config.config_args
import time:       485 |        485 |                                         accelerate.commands.menu.cursor
import time:       475 |        475 |                                           accelerate.commands.menu.keymap
import time:       501 |        975 |                                         accelerate.commands.menu.input
import time:       680 |        680 |                                         accelerate.commands.menu.helpers
import time:       320 |        320 |                                         google
import time:       780 |       3238 |                                       accelerate.commands.menu.selection_menu
import time:       839 |       4077 |                                     accelerate.commands.menu
import time:      1032 |       5108 |                                   accelerate.commands.config.config_utils
import time:       594 |       9417 |                                 accelerate.commands.config.cluster
import time:       914 |        914 |                                 accelerate.commands.config.sagemaker
import time:       626 |      10956 |                               accelerate.commands.config.config
import time:       535 |        535 |                               accelerate.commands.config.default
import time:       601 |        601 |                               accelerate.commands.config.update
import time:       762 |      13356 |                             accelerate.commands.config
import time:        27 |      13383 |                           accelerate.commands.config.default
import time:       778 |        778 |                           accelerate.logging
import time:       604 |        604 |                           accelerate.utils.transformer_engine
import time:      7874 |      22638 |                         accelerate.utils.other
import time:       927 |      23564 |                       accelerate.hooks
import time:      1055 |      24619 |                     accelerate.big_modeling
import time:       830 |      25449 |                   accelerate.utils.bnb
import time:      1131 |       1131 |                   accelerate.utils.fsdp_utils
import time:       804 |        804 |                   accelerate.utils.launch
import time:       661 |        661 |                     accelerate.optimizer
import time:       649 |        649 |                     accelerate.scheduler
import time:       964 |       2273 |                   accelerate.utils.megatron_lm
import time:       670 |        670 |                   accelerate.utils.random
import time:       495 |        495 |                   accelerate.utils.torch_xla
import time:      1393 |      58655 |                 accelerate.utils
import time:        19 |      58673 |               accelerate.utils.dataclasses
import time:       651 |        651 |               accelerate.checkpointing
import time:      1147 |       1147 |               accelerate.data_loader
import time:      3932 |       3932 |               accelerate.tracking
import time:      2523 |      70907 |             accelerate.accelerator
import time:       886 |        886 |             accelerate.inference
import time:       810 |        810 |             accelerate.launchers
import time:      1179 |      73781 |           accelerate
import time:        26 |      73807 |         accelerate.hooks
import time:      5461 |     136699 |       transformers.models.auto.auto_factory
import time:      2638 |       2638 |       transformers.models.encoder_decoder
import time:      1475 |       1475 |             torch.fx.experimental._config
import time:      1573 |       1573 |             torch.fx.experimental.recording
import time:      1011 |       1011 |               torch.utils._sympy
import time:       742 |        742 |                   mpmath.usertools
import time:       325 |        325 |                               gmpy2
import time:       270 |        270 |                               gmpy
import time:       725 |       1320 |                             mpmath.libmp.backend
import time:       999 |        999 |                             mpmath.libmp.libintmath
import time:      1559 |       3876 |                           mpmath.libmp.libmpf
import time:       731 |        731 |                             mpmath.libmp.libelefun
import time:       845 |       1576 |                           mpmath.libmp.libmpc
import time:      1582 |       1582 |                             mpmath.libmp.gammazeta
import time:       811 |       2393 |                           mpmath.libmp.libhyper
import time:      1821 |       1821 |                           mpmath.libmp.libmpi
import time:      2849 |      12513 |                         mpmath.libmp
import time:        31 |      12544 |                       mpmath.libmp.backend
import time:      1092 |       1092 |                           mpmath.functions.functions
import time:       704 |        704 |                           mpmath.functions.factorials
import time:       816 |        816 |                           mpmath.functions.hypergeometric
import time:       666 |        666 |                           mpmath.functions.expintegrals
import time:       765 |        765 |                           mpmath.functions.bessel
import time:       645 |        645 |                           mpmath.functions.orthogonal
import time:       586 |        586 |                           mpmath.functions.theta
import time:       677 |        677 |                           mpmath.functions.elliptic
import time:       550 |        550 |                           mpmath.functions.signals
import time:       744 |        744 |                           mpmath.functions.zeta
import time:       677 |        677 |                           mpmath.functions.rszeta
import time:       677 |        677 |                           mpmath.functions.zetazeros
import time:       666 |        666 |                           mpmath.functions.qfunctions
import time:      1106 |      10365 |                         mpmath.functions
import time:        24 |      10388 |                       mpmath.functions.functions
import time:       668 |        668 |                           mpmath.calculus.calculus
import time:       547 |        547 |                           mpmath.calculus.approximation
import time:       840 |        840 |                           mpmath.calculus.differentiation
import time:       885 |        885 |                           mpmath.calculus.extrapolation
import time:       595 |        595 |                           mpmath.calculus.polynomials
import time:       709 |       4241 |                         mpmath.calculus
import time:       712 |       4953 |                       mpmath.calculus.quadrature
import time:       662 |        662 |                       mpmath.calculus.inverselaplace
import time:       795 |        795 |                       mpmath.calculus.optimization
import time:       638 |        638 |                       mpmath.calculus.odes
import time:       710 |        710 |                           mpmath.matrices.eigen
import time:       626 |        626 |                           mpmath.matrices.eigen_symmetric
import time:       644 |       1979 |                         mpmath.matrices
import time:       782 |       2761 |                       mpmath.matrices.matrices
import time:       616 |        616 |                       mpmath.matrices.calculus
import time:       670 |        670 |                       mpmath.matrices.linalg
import time:       671 |        671 |                       mpmath.identification
import time:       536 |        536 |                         colorsys
import time:       649 |       1185 |                       mpmath.visualization
import time:       814 |      36693 |                     mpmath.ctx_base
import time:       654 |        654 |                     mpmath.math2
import time:       830 |        830 |                     mpmath.function_docs
import time:       819 |      38995 |                   mpmath.ctx_fp
import time:       641 |        641 |                     mpmath.rational
import time:      2397 |       2397 |                     mpmath.ctx_mp_python
import time:      1308 |       4345 |                   mpmath.ctx_mp
import time:      1123 |       1123 |                   mpmath.ctx_iv
import time:      2139 |      47343 |                 mpmath
import time:       878 |        878 |                 sympy.release
import time:       553 |        553 |                               sympy.utilities.enumerative
import time:       531 |        531 |                               sympy.utilities.misc
import time:       490 |        490 |                                 sympy.utilities.exceptions
import time:       550 |       1039 |                               sympy.utilities.decorator
import time:       973 |       3095 |                             sympy.utilities.iterables
import time:       647 |        647 |                                 sympy.external.importtools
import time:      1071 |       1718 |                               sympy.external
import time:       751 |       2468 |                             sympy.utilities.lambdify
import time:       506 |        506 |                             sympy.utilities.timeutils
import time:       493 |       6561 |                           sympy.utilities
import time:        29 |       6590 |                         sympy.utilities.iterables
import time:       498 |       7087 |                       sympy.core.random
import time:       498 |        498 |                         sympy.core.cache
import time:       557 |       1054 |                       sympy.core.parameters
import time:       833 |        833 |                             sympy.core.logic
import time:       635 |       1468 |                           sympy.core.facts
import time:       799 |        799 |                           sympy.core.assumptions_generated
import time:       617 |       2883 |                         sympy.core.assumptions
import time:       563 |        563 |                         sympy.core.sorting
import time:       410 |        410 |                                     sympy.multipledispatch.utils
import time:       498 |        908 |                                   sympy.multipledispatch.conflict
import time:       526 |       1433 |                                 sympy.multipledispatch.dispatcher
import time:       580 |       2013 |                               sympy.multipledispatch.core
import time:       540 |       2553 |                             sympy.multipledispatch
import time:        25 |       2577 |                           sympy.multipledispatch.dispatcher
import time:       610 |       3187 |                         sympy.core.kind
import time:       495 |        495 |                         sympy.core._print_helpers
import time:       433 |        433 |                           sympy.core.core
import time:       608 |       1041 |                         sympy.core.singleton
import time:       508 |        508 |                         sympy.core.traversal
import time:      1218 |       9892 |                       sympy.core.basic
import time:       732 |      18764 |                     sympy.core.sympify
import time:      1157 |       1157 |                             fractions
import time:       533 |       1690 |                           sympy.external.pythonmpq
import time:       680 |        680 |                           sympy.external.ntheory
import time:       308 |        308 |                           flint
import time:       259 |        259 |                           gmpy2
import time:       560 |       3495 |                         sympy.external.gmpy
import time:       899 |       4394 |                       sympy.core.evalf
import time:       575 |        575 |                       sympy.core.decorators
import time:       551 |        551 |                       sympy.core.intfunc
import time:       855 |        855 |                         sympy.core.operations
import time:       849 |        849 |                           sympy.core.containers
import time:      1400 |       1400 |                               sympy.core.add
import time:       664 |        664 |                               sympy.core.rules
import time:      2783 |       2783 |                                     sympy.logic.boolalg
import time:       928 |        928 |                                     sympy.logic.inference
import time:       559 |       4269 |                                   sympy.logic
import time:        25 |       4293 |                                 sympy.logic.boolalg
import time:      1296 |       5589 |                               sympy.core.symbol
import time:      2074 |       9725 |                             sympy.core.function
import time:      1990 |       1990 |                             sympy.core.relational
import time:      1319 |      13033 |                           sympy.core.power
import time:      4301 |      18182 |                         sympy.core.numbers
import time:      1207 |      20243 |                       sympy.core.mul
import time:       469 |        469 |                           sympy.core.coreerrors
import time:       829 |       1297 |                         sympy.core.exprtools
import time:       873 |       2170 |                       sympy.core.mod
import time:      1769 |      29699 |                     sympy.core.expr
import time:       639 |        639 |                     sympy.core.multidimensional
import time:       662 |      49762 |                   sympy.core
import time:        25 |      49787 |                 sympy.core.cache
import time:       428 |        428 |                     sympy.utilities.source
import time:      1011 |       1438 |                   sympy.assumptions.assume
import time:       637 |        637 |                     sympy.assumptions.cnf
import time:       613 |        613 |                     sympy.assumptions.ask_generated
import time:       913 |       2162 |                   sympy.assumptions.ask
import time:       733 |        733 |                   sympy.assumptions.refine
import time:       847 |        847 |                     sympy.assumptions.relation.binrel
import time:       547 |       1393 |                   sympy.assumptions.relation
import time:       612 |       6336 |                 sympy.assumptions
import time:       747 |        747 |                       sympy.polys.polyerrors
import time:      1758 |       2504 |                     sympy.polys.polyoptions
import time:       441 |        441 |                           sympy.polys.domains.domainelement
import time:       722 |        722 |                           sympy.polys.orderings
import time:       570 |        570 |                             sympy.polys.domains.modularinteger
import time:       845 |       1414 |                           sympy.polys.polyutils
import time:       820 |       3396 |                         sympy.polys.domains.domain
import time:       439 |        439 |                             sympy.polys.domains.ring
import time:       481 |        919 |                           sympy.polys.domains.field
import time:       609 |        609 |                           sympy.polys.domains.simpledomain
import time:       532 |        532 |                             sympy.polys.polyconfig
import time:       678 |       1210 |                           sympy.polys.galoistools
import time:       434 |        434 |                             sympy.polys.domains.pythonrational
import time:       685 |       1118 |                           sympy.polys.domains.groundtypes
